[Arguments] => mode: train, epoches: 10, batch: 8, load: None, save: first
Train[09/10]: 082/512, [========>                                         ],  16.02%, loss=0.2175, total=19.0416
Train[09/10]: 083/512, [========>                                         ],  16.21%, loss=0.2028, total=19.2443
Train[09/10]: 084/512, [========>                                         ],  16.41%, loss=0.2199, total=19.4643
Train[09/10]: 085/512, [========>                                         ],  16.60%, loss=0.1823, total=19.6466
Train[09/10]: 086/512, [========>                                         ],  16.80%, loss=0.2556, total=19.9021
Train[09/10]: 087/512, [========>                                         ],  16.99%, loss=0.2139, total=20.1160
Train[09/10]: 088/512, [========>                                         ],  17.19%, loss=0.2331, total=20.3491
Train[09/10]: 089/512, [========>                                         ],  17.38%, loss=0.2199, total=20.5690
Train[09/10]: 090/512, [========>                                         ],  17.58%, loss=0.2398, total=20.8088
Train[09/10]: 091/512, [========>                                         ],  17.77%, loss=0.2415, total=21.0502
Train[09/10]: 092/512, [========>                                         ],  17.97%, loss=0.2244, total=21.2746
Train[09/10]: 093/512, [=========>                                        ],  18.16%, loss=0.2382, total=21.5128
Train[09/10]: 094/512, [=========>                                        ],  18.36%, loss=0.2758, total=21.7886
Train[09/10]: 095/512, [=========>                                        ],  18.55%, loss=0.2034, total=21.9920
Train[09/10]: 096/512, [=========>                                        ],  18.75%, loss=0.2465, total=22.2385
Train[09/10]: 097/512, [=========>                                        ],  18.95%, loss=0.2394, total=22.4779
Train[09/10]: 098/512, [=========>                                        ],  19.14%, loss=0.2444, total=22.7223
Train[09/10]: 099/512, [=========>                                        ],  19.34%, loss=0.2105, total=22.9328
Train[09/10]: 100/512, [=========>                                        ],  19.53%, loss=0.2170, total=23.1497
Train[09/10]: 101/512, [=========>                                        ],  19.73%, loss=0.2217, total=23.3715
Train[09/10]: 102/512, [=========>                                        ],  19.92%, loss=0.2422, total=23.6137
Train[09/10]: 103/512, [==========>                                       ],  20.12%, loss=0.2051, total=23.8188
Train[09/10]: 104/512, [==========>                                       ],  20.31%, loss=0.2177, total=24.0365
Train[09/10]: 105/512, [==========>                                       ],  20.51%, loss=0.2429, total=24.2794
Train[09/10]: 106/512, [==========>                                       ],  20.70%, loss=0.2049, total=24.4843
Train[09/10]: 107/512, [==========>                                       ],  20.90%, loss=0.2579, total=24.7422
Train[09/10]: 108/512, [==========>                                       ],  21.09%, loss=0.2361, total=24.9783
Train[09/10]: 109/512, [==========>                                       ],  21.29%, loss=0.2414, total=25.2197
Train[09/10]: 110/512, [==========>                                       ],  21.48%, loss=0.2605, total=25.4802
Train[09/10]: 111/512, [==========>                                       ],  21.68%, loss=0.1906, total=25.6707
Train[09/10]: 112/512, [==========>                                       ],  21.88%, loss=0.2007, total=25.8714
Train[09/10]: 113/512, [===========>                                      ],  22.07%, loss=0.1947, total=26.0662
Train[09/10]: 114/512, [===========>                                      ],  22.27%, loss=0.2394, total=26.3055
Train[09/10]: 115/512, [===========>                                      ],  22.46%, loss=0.2267, total=26.5322
Train[09/10]: 116/512, [===========>                                      ],  22.66%, loss=0.2228, total=26.7550
Train[09/10]: 117/512, [===========>                                      ],  22.85%, loss=0.2054, total=26.9604
Train[09/10]: 118/512, [===========>                                      ],  23.05%, loss=0.2416, total=27.2020
Train[09/10]: 119/512, [===========>                                      ],  23.24%, loss=0.2547, total=27.4566
Train[09/10]: 120/512, [===========>                                      ],  23.44%, loss=0.2124, total=27.6690
Train[09/10]: 121/512, [===========>                                      ],  23.63%, loss=0.2277, total=27.8968
Train[09/10]: 122/512, [===========>                                      ],  23.83%, loss=0.1711, total=28.0679
Train[09/10]: 123/512, [============>                                     ],  24.02%, loss=0.2285, total=28.2964
Train[09/10]: 124/512, [============>                                     ],  24.22%, loss=0.2192, total=28.5156
Train[09/10]: 125/512, [============>                                     ],  24.41%, loss=0.2344, total=28.7500
Train[09/10]: 126/512, [============>                                     ],  24.61%, loss=0.2078, total=28.9578
Train[09/10]: 127/512, [============>                                     ],  24.80%, loss=0.2194, total=29.1772
Train[09/10]: 128/512, [============>                                     ],  25.00%, loss=0.2100, total=29.3872
Train[09/10]: 129/512, [============>                                     ],  25.20%, loss=0.2197, total=29.6069
Train[09/10]: 130/512, [============>                                     ],  25.39%, loss=0.2310, total=29.8379
Train[09/10]: 131/512, [============>                                     ],  25.59%, loss=0.2021, total=30.0400
Train[09/10]: 132/512, [============>                                     ],  25.78%, loss=0.2305, total=30.2705
Train[09/10]: 133/512, [============>                                     ],  25.98%, loss=0.2698, total=30.5403
Train[09/10]: 134/512, [=============>                                    ],  26.17%, loss=0.2091, total=30.7495
Train[09/10]: 135/512, [=============>                                    ],  26.37%, loss=0.2549, total=31.0044
Train[09/10]: 136/512, [=============>                                    ],  26.56%, loss=0.2073, total=31.2117
Train[09/10]: 137/512, [=============>                                    ],  26.76%, loss=0.2311, total=31.4427
Train[09/10]: 138/512, [=============>                                    ],  26.95%, loss=0.2666, total=31.7094
Train[09/10]: 139/512, [=============>                                    ],  27.15%, loss=0.2311, total=31.9404
Train[09/10]: 140/512, [=============>                                    ],  27.34%, loss=0.2142, total=32.1547
Train[09/10]: 141/512, [=============>                                    ],  27.54%, loss=0.2606, total=32.4153
Train[09/10]: 142/512, [=============>                                    ],  27.73%, loss=0.2748, total=32.6901
Train[09/10]: 143/512, [=============>                                    ],  27.93%, loss=0.2062, total=32.8963
Train[09/10]: 144/512, [==============>                                   ],  28.12%, loss=0.2118, total=33.1081
Train[09/10]: 145/512, [==============>                                   ],  28.32%, loss=0.2360, total=33.3441
Train[09/10]: 146/512, [==============>                                   ],  28.52%, loss=0.2213, total=33.5654
Train[09/10]: 147/512, [==============>                                   ],  28.71%, loss=0.2554, total=33.8208
Train[09/10]: 148/512, [==============>                                   ],  28.91%, loss=0.2388, total=34.0595
Train[09/10]: 149/512, [==============>                                   ],  29.10%, loss=0.2326, total=34.2921
Train[09/10]: 150/512, [==============>                                   ],  29.30%, loss=0.2115, total=34.5037
Train[09/10]: 151/512, [==============>                                   ],  29.49%, loss=0.2617, total=34.7654
Train[09/10]: 152/512, [==============>                                   ],  29.69%, loss=0.2339, total=34.9993
Train[09/10]: 153/512, [==============>                                   ],  29.88%, loss=0.1894, total=35.1887
Train[09/10]: 154/512, [===============>                                  ],  30.08%, loss=0.2263, total=35.4150
Train[09/10]: 155/512, [===============>                                  ],  30.27%, loss=0.2294, total=35.6444
Train[09/10]: 156/512, [===============>                                  ],  30.47%, loss=0.2002, total=35.8446
Train[09/10]: 157/512, [===============>                                  ],  30.66%, loss=0.2560, total=36.1006
Train[09/10]: 158/512, [===============>                                  ],  30.86%, loss=0.2707, total=36.3713
Train[09/10]: 159/512, [===============>                                  ],  31.05%, loss=0.2338, total=36.6052
Train[09/10]: 160/512, [===============>                                  ],  31.25%, loss=0.2309, total=36.8360
Train[09/10]: 161/512, [===============>                                  ],  31.45%, loss=0.2172, total=37.0533
Train[09/10]: 162/512, [===============>                                  ],  31.64%, loss=0.2292, total=37.2825
Train[09/10]: 163/512, [===============>                                  ],  31.84%, loss=0.2474, total=37.5299
Train[09/10]: 164/512, [================>                                 ],  32.03%, loss=0.2029, total=37.7328
Train[09/10]: 165/512, [================>                                 ],  32.23%, loss=0.2369, total=37.9697
Train[09/10]: 166/512, [================>                                 ],  32.42%, loss=0.1756, total=38.1453
Train[09/10]: 167/512, [================>                                 ],  32.62%, loss=0.2882, total=38.4335
Train[09/10]: 168/512, [================>                                 ],  32.81%, loss=0.2010, total=38.6345
Train[09/10]: 169/512, [================>                                 ],  33.01%, loss=0.2611, total=38.8956
Train[09/10]: 170/512, [================>                                 ],  33.20%, loss=0.2107, total=39.1063
Train[09/10]: 171/512, [================>                                 ],  33.40%, loss=0.2665, total=39.3728
Train[09/10]: 172/512, [================>                                 ],  33.59%, loss=0.2820, total=39.6548
Train[09/10]: 173/512, [================>                                 ],  33.79%, loss=0.2595, total=39.9143
Train[09/10]: 174/512, [================>                                 ],  33.98%, loss=0.2099, total=40.1243
Train[09/10]: 175/512, [=================>                                ],  34.18%, loss=0.2158, total=40.3401
Train[09/10]: 176/512, [=================>                                ],  34.38%, loss=0.2653, total=40.6053
Train[09/10]: 177/512, [=================>                                ],  34.57%, loss=0.2190, total=40.8243
Train[09/10]: 178/512, [=================>                                ],  34.77%, loss=0.2603, total=41.0846
Train[09/10]: 179/512, [=================>                                ],  34.96%, loss=0.2239, total=41.3085
Train[09/10]: 180/512, [=================>                                ],  35.16%, loss=0.2597, total=41.5682
Train[09/10]: 181/512, [=================>                                ],  35.35%, loss=0.2208, total=41.7890
Train[09/10]: 182/512, [=================>                                ],  35.55%, loss=0.1906, total=41.9796
Train[09/10]: 183/512, [=================>                                ],  35.74%, loss=0.2225, total=42.2022
Train[09/10]: 184/512, [=================>                                ],  35.94%, loss=0.2135, total=42.4157
Train[09/10]: 185/512, [==================>                               ],  36.13%, loss=0.2466, total=42.6623
Train[09/10]: 186/512, [==================>                               ],  36.33%, loss=0.1866, total=42.8489
Train[09/10]: 187/512, [==================>                               ],  36.52%, loss=0.2288, total=43.0777
Train[09/10]: 188/512, [==================>                               ],  36.72%, loss=0.2187, total=43.2963
Train[09/10]: 189/512, [==================>                               ],  36.91%, loss=0.1957, total=43.4920
Train[09/10]: 190/512, [==================>                               ],  37.11%, loss=0.2234, total=43.7154
Train[09/10]: 191/512, [==================>                               ],  37.30%, loss=0.2414, total=43.9568
Train[09/10]: 192/512, [==================>                               ],  37.50%, loss=0.2375, total=44.1943
Train[09/10]: 193/512, [==================>                               ],  37.70%, loss=0.2336, total=44.4278
Train[09/10]: 194/512, [==================>                               ],  37.89%, loss=0.2427, total=44.6705
Train[09/10]: 195/512, [===================>                              ],  38.09%, loss=0.1991, total=44.8696
Train[09/10]: 196/512, [===================>                              ],  38.28%, loss=0.2022, total=45.0718
Train[09/10]: 197/512, [===================>                              ],  38.48%, loss=0.2755, total=45.3473
Train[09/10]: 198/512, [===================>                              ],  38.67%, loss=0.2271, total=45.5745
Train[09/10]: 199/512, [===================>                              ],  38.87%, loss=0.2309, total=45.8053
Train[09/10]: 200/512, [===================>                              ],  39.06%, loss=0.2788, total=46.0842
Train[09/10]: 201/512, [===================>                              ],  39.26%, loss=0.2192, total=46.3034
Train[09/10]: 202/512, [===================>                              ],  39.45%, loss=0.2405, total=46.5439
Train[09/10]: 203/512, [===================>                              ],  39.65%, loss=0.1995, total=46.7433
Train[09/10]: 204/512, [===================>                              ],  39.84%, loss=0.2151, total=46.9585
Train[09/10]: 205/512, [====================>                             ],  40.04%, loss=0.2254, total=47.1839
Train[09/10]: 206/512, [====================>                             ],  40.23%, loss=0.2143, total=47.3982
Train[09/10]: 207/512, [====================>                             ],  40.43%, loss=0.2262, total=47.6244
Train[09/10]: 208/512, [====================>                             ],  40.62%, loss=0.2027, total=47.8271
Train[09/10]: 209/512, [====================>                             ],  40.82%, loss=0.2082, total=48.0352
Train[09/10]: 210/512, [====================>                             ],  41.02%, loss=0.1886, total=48.2238
Train[09/10]: 211/512, [====================>                             ],  41.21%, loss=0.2068, total=48.4306
Train[09/10]: 212/512, [====================>                             ],  41.41%, loss=0.1883, total=48.6188
Train[09/10]: 213/512, [====================>                             ],  41.60%, loss=0.2130, total=48.8318
Train[09/10]: 214/512, [====================>                             ],  41.80%, loss=0.2353, total=49.0671
Train[09/10]: 215/512, [====================>                             ],  41.99%, loss=0.2031, total=49.2702
Train[09/10]: 216/512, [=====================>                            ],  42.19%, loss=0.2020, total=49.4722
Train[09/10]: 217/512, [=====================>                            ],  42.38%, loss=0.1877, total=49.6599
Train[09/10]: 218/512, [=====================>                            ],  42.58%, loss=0.2304, total=49.8903
Train[09/10]: 219/512, [=====================>                            ],  42.77%, loss=0.2120, total=50.1024
Train[09/10]: 220/512, [=====================>                            ],  42.97%, loss=0.2700, total=50.3723
Train[09/10]: 221/512, [=====================>                            ],  43.16%, loss=0.2025, total=50.5748
Train[09/10]: 222/512, [=====================>                            ],  43.36%, loss=0.2114, total=50.7862
Train[09/10]: 223/512, [=====================>                            ],  43.55%, loss=0.2132, total=50.9994
Train[09/10]: 224/512, [=====================>                            ],  43.75%, loss=0.2207, total=51.2201
Train[09/10]: 225/512, [=====================>                            ],  43.95%, loss=0.2610, total=51.4812
Train[09/10]: 226/512, [======================>                           ],  44.14%, loss=0.2247, total=51.7058
Train[09/10]: 227/512, [======================>                           ],  44.34%, loss=0.2092, total=51.9151
Train[09/10]: 228/512, [======================>                           ],  44.53%, loss=0.2204, total=52.1354
Train[09/10]: 229/512, [======================>                           ],  44.73%, loss=0.2771, total=52.4125
Train[09/10]: 230/512, [======================>                           ],  44.92%, loss=0.2160, total=52.6284
Train[09/10]: 231/512, [======================>                           ],  45.12%, loss=0.2216, total=52.8501
Train[09/10]: 232/512, [======================>                           ],  45.31%, loss=0.2504, total=53.1004
Train[09/10]: 233/512, [======================>                           ],  45.51%, loss=0.2068, total=53.3072
Train[09/10]: 234/512, [======================>                           ],  45.70%, loss=0.2612, total=53.5684
Train[09/10]: 235/512, [======================>                           ],  45.90%, loss=0.2108, total=53.7792
Train[09/10]: 236/512, [=======================>                          ],  46.09%, loss=0.2720, total=54.0513
Train[09/10]: 237/512, [=======================>                          ],  46.29%, loss=0.2073, total=54.2585
Train[09/10]: 238/512, [=======================>                          ],  46.48%, loss=0.2342, total=54.4928
Train[09/10]: 239/512, [=======================>                          ],  46.68%, loss=0.2395, total=54.7322
Train[09/10]: 240/512, [=======================>                          ],  46.88%, loss=0.2060, total=54.9382
Train[09/10]: 241/512, [=======================>                          ],  47.07%, loss=0.1859, total=55.1241
Train[09/10]: 242/512, [=======================>                          ],  47.27%, loss=0.1952, total=55.3193
Train[09/10]: 243/512, [=======================>                          ],  47.46%, loss=0.2279, total=55.5472
Train[09/10]: 244/512, [=======================>                          ],  47.66%, loss=0.2064, total=55.7536
Train[09/10]: 245/512, [=======================>                          ],  47.85%, loss=0.2259, total=55.9795
Train[09/10]: 246/512, [========================>                         ],  48.05%, loss=0.2420, total=56.2215
Train[09/10]: 247/512, [========================>                         ],  48.24%, loss=0.2557, total=56.4772
Train[09/10]: 248/512, [========================>                         ],  48.44%, loss=0.2099, total=56.6872
Train[09/10]: 249/512, [========================>                         ],  48.63%, loss=0.2189, total=56.9060
Train[09/10]: 250/512, [========================>                         ],  48.83%, loss=0.2230, total=57.1290
Train[09/10]: 251/512, [========================>                         ],  49.02%, loss=0.2274, total=57.3564
Train[09/10]: 252/512, [========================>                         ],  49.22%, loss=0.1932, total=57.5495
Train[09/10]: 253/512, [========================>                         ],  49.41%, loss=0.2086, total=57.7581
Train[09/10]: 254/512, [========================>                         ],  49.61%, loss=0.2504, total=58.0085
Train[09/10]: 255/512, [========================>                         ],  49.80%, loss=0.2095, total=58.2181
Train[09/10]: 256/512, [=========================                         ],  50.00%, loss=0.2573, total=58.4754
Train[09/10]: 257/512, [=========================>                        ],  50.20%, loss=0.2101, total=58.6855
Train[09/10]: 258/512, [=========================>                        ],  50.39%, loss=0.2168, total=58.9024
Train[09/10]: 259/512, [=========================>                        ],  50.59%, loss=0.2444, total=59.1468
Train[09/10]: 260/512, [=========================>                        ],  50.78%, loss=0.2364, total=59.3832
Train[09/10]: 261/512, [=========================>                        ],  50.98%, loss=0.2499, total=59.6330
Train[09/10]: 262/512, [=========================>                        ],  51.17%, loss=0.2210, total=59.8540
Train[09/10]: 263/512, [=========================>                        ],  51.37%, loss=0.2267, total=60.0807
Train[09/10]: 264/512, [=========================>                        ],  51.56%, loss=0.2258, total=60.3066
Train[09/10]: 265/512, [=========================>                        ],  51.76%, loss=0.2728, total=60.5794
Train[09/10]: 266/512, [=========================>                        ],  51.95%, loss=0.2279, total=60.8073
Train[09/10]: 267/512, [==========================>                       ],  52.15%, loss=0.2317, total=61.0390
Train[09/10]: 268/512, [==========================>                       ],  52.34%, loss=0.2345, total=61.2735
Train[09/10]: 269/512, [==========================>                       ],  52.54%, loss=0.1880, total=61.4615
Train[09/10]: 270/512, [==========================>                       ],  52.73%, loss=0.2136, total=61.6751
Train[09/10]: 271/512, [==========================>                       ],  52.93%, loss=0.2498, total=61.9248
Train[09/10]: 272/512, [==========================>                       ],  53.12%, loss=0.2805, total=62.2053
Train[09/10]: 273/512, [==========================>                       ],  53.32%, loss=0.2293, total=62.4346
Train[09/10]: 274/512, [==========================>                       ],  53.52%, loss=0.2367, total=62.6713
Train[09/10]: 275/512, [==========================>                       ],  53.71%, loss=0.2558, total=62.9271
Train[09/10]: 276/512, [==========================>                       ],  53.91%, loss=0.2591, total=63.1861
Train[09/10]: 277/512, [===========================>                      ],  54.10%, loss=0.2579, total=63.4440
Train[09/10]: 278/512, [===========================>                      ],  54.30%, loss=0.2114, total=63.6554
Train[09/10]: 279/512, [===========================>                      ],  54.49%, loss=0.2285, total=63.8840
Train[09/10]: 280/512, [===========================>                      ],  54.69%, loss=0.2332, total=64.1172
Train[09/10]: 281/512, [===========================>                      ],  54.88%, loss=0.2077, total=64.3249
Train[09/10]: 282/512, [===========================>                      ],  55.08%, loss=0.2168, total=64.5417
Train[09/10]: 283/512, [===========================>                      ],  55.27%, loss=0.2413, total=64.7829
Train[09/10]: 284/512, [===========================>                      ],  55.47%, loss=0.2194, total=65.0023
Train[09/10]: 285/512, [===========================>                      ],  55.66%, loss=0.2015, total=65.2038
Train[09/10]: 286/512, [===========================>                      ],  55.86%, loss=0.2477, total=65.4516
Train[09/10]: 287/512, [============================>                     ],  56.05%, loss=0.2039, total=65.6555
Train[09/10]: 288/512, [============================>                     ],  56.25%, loss=0.2246, total=65.8802
Train[09/10]: 289/512, [============================>                     ],  56.45%, loss=0.2392, total=66.1193
Train[09/10]: 290/512, [============================>                     ],  56.64%, loss=0.1993, total=66.3186
Train[09/10]: 291/512, [============================>                     ],  56.84%, loss=0.2717, total=66.5903
Train[09/10]: 292/512, [============================>                     ],  57.03%, loss=0.2304, total=66.8207
Train[09/10]: 293/512, [============================>                     ],  57.23%, loss=0.1762, total=66.9969
Train[09/10]: 294/512, [============================>                     ],  57.42%, loss=0.2387, total=67.2357
Train[09/10]: 295/512, [============================>                     ],  57.62%, loss=0.1716, total=67.4073
Train[09/10]: 296/512, [============================>                     ],  57.81%, loss=0.2061, total=67.6134
Train[09/10]: 297/512, [=============================>                    ],  58.01%, loss=0.2057, total=67.8191
Train[09/10]: 298/512, [=============================>                    ],  58.20%, loss=0.1589, total=67.9780
Train[09/10]: 299/512, [=============================>                    ],  58.40%, loss=0.2163, total=68.1943
Train[09/10]: 300/512, [=============================>                    ],  58.59%, loss=0.2106, total=68.4049
Train[09/10]: 301/512, [=============================>                    ],  58.79%, loss=0.2551, total=68.6600
Train[09/10]: 302/512, [=============================>                    ],  58.98%, loss=0.2366, total=68.8966
Train[09/10]: 303/512, [=============================>                    ],  59.18%, loss=0.1877, total=69.0843
Train[09/10]: 304/512, [=============================>                    ],  59.38%, loss=0.2099, total=69.2942
Train[09/10]: 305/512, [=============================>                    ],  59.57%, loss=0.2360, total=69.5302
Train[09/10]: 306/512, [=============================>                    ],  59.77%, loss=0.2131, total=69.7434
Train[09/10]: 307/512, [=============================>                    ],  59.96%, loss=0.2232, total=69.9666
Train[09/10]: 308/512, [==============================>                   ],  60.16%, loss=0.2153, total=70.1819
Train[09/10]: 309/512, [==============================>                   ],  60.35%, loss=0.2311, total=70.4130
Train[09/10]: 310/512, [==============================>                   ],  60.55%, loss=0.2023, total=70.6152
Train[09/10]: 311/512, [==============================>                   ],  60.74%, loss=0.1745, total=70.7898
Train[09/10]: 312/512, [==============================>                   ],  60.94%, loss=0.2018, total=70.9915
Train[09/10]: 313/512, [==============================>                   ],  61.13%, loss=0.2007, total=71.1922
Train[09/10]: 314/512, [==============================>                   ],  61.33%, loss=0.2604, total=71.4527
Train[09/10]: 315/512, [==============================>                   ],  61.52%, loss=0.1942, total=71.6468
Train[09/10]: 316/512, [==============================>                   ],  61.72%, loss=0.2745, total=71.9213
Train[09/10]: 317/512, [==============================>                   ],  61.91%, loss=0.2268, total=72.1482
Train[09/10]: 318/512, [===============================>                  ],  62.11%, loss=0.2273, total=72.3754
Train[09/10]: 319/512, [===============================>                  ],  62.30%, loss=0.1851, total=72.5605
Train[09/10]: 320/512, [===============================>                  ],  62.50%, loss=0.2225, total=72.7831
Train[09/10]: 321/512, [===============================>                  ],  62.70%, loss=0.2778, total=73.0608
Train[09/10]: 322/512, [===============================>                  ],  62.89%, loss=0.2313, total=73.2921
Train[09/10]: 323/512, [===============================>                  ],  63.09%, loss=0.2407, total=73.5328
Train[09/10]: 324/512, [===============================>                  ],  63.28%, loss=0.2318, total=73.7646
Train[09/10]: 325/512, [===============================>                  ],  63.48%, loss=0.1953, total=73.9599
Train[09/10]: 326/512, [===============================>                  ],  63.67%, loss=0.2647, total=74.2246
Train[09/10]: 327/512, [===============================>                  ],  63.87%, loss=0.2288, total=74.4534
Train[09/10]: 328/512, [================================>                 ],  64.06%, loss=0.2061, total=74.6595
Train[09/10]: 329/512, [================================>                 ],  64.26%, loss=0.2163, total=74.8758
Train[09/10]: 330/512, [================================>                 ],  64.45%, loss=0.2295, total=75.1052
Train[09/10]: 331/512, [================================>                 ],  64.65%, loss=0.2530, total=75.3582
Train[09/10]: 332/512, [================================>                 ],  64.84%, loss=0.2151, total=75.5733
Train[09/10]: 333/512, [================================>                 ],  65.04%, loss=0.2251, total=75.7984
Train[09/10]: 334/512, [================================>                 ],  65.23%, loss=0.2287, total=76.0272
Train[09/10]: 335/512, [================================>                 ],  65.43%, loss=0.2223, total=76.2494
Train[09/10]: 336/512, [================================>                 ],  65.62%, loss=0.2311, total=76.4805
Train[09/10]: 337/512, [================================>                 ],  65.82%, loss=0.2135, total=76.6940
Train[09/10]: 338/512, [=================================>                ],  66.02%, loss=0.2262, total=76.9202
Train[09/10]: 339/512, [=================================>                ],  66.21%, loss=0.2272, total=77.1474
Train[09/10]: 340/512, [=================================>                ],  66.41%, loss=0.2452, total=77.3926
Train[09/10]: 341/512, [=================================>                ],  66.60%, loss=0.2325, total=77.6251
Train[09/10]: 342/512, [=================================>                ],  66.80%, loss=0.2148, total=77.8399
Train[09/10]: 343/512, [=================================>                ],  66.99%, loss=0.2492, total=78.0891
Train[09/10]: 344/512, [=================================>                ],  67.19%, loss=0.2487, total=78.3378
Train[09/10]: 345/512, [=================================>                ],  67.38%, loss=0.2193, total=78.5571
Train[09/10]: 346/512, [=================================>                ],  67.58%, loss=0.2177, total=78.7747
Train[09/10]: 347/512, [=================================>                ],  67.77%, loss=0.2506, total=79.0254
Train[09/10]: 348/512, [=================================>                ],  67.97%, loss=0.2076, total=79.2330
Train[09/10]: 349/512, [==================================>               ],  68.16%, loss=0.2372, total=79.4701
Train[09/10]: 350/512, [==================================>               ],  68.36%, loss=0.2172, total=79.6874
Train[09/10]: 351/512, [==================================>               ],  68.55%, loss=0.2208, total=79.9082
Train[09/10]: 352/512, [==================================>               ],  68.75%, loss=0.2122, total=80.1203
Train[09/10]: 353/512, [==================================>               ],  68.95%, loss=0.2027, total=80.3231
Train[09/10]: 354/512, [==================================>               ],  69.14%, loss=0.1932, total=80.5163
Train[09/10]: 355/512, [==================================>               ],  69.34%, loss=0.1927, total=80.7089
Train[09/10]: 356/512, [==================================>               ],  69.53%, loss=0.2082, total=80.9171
Train[09/10]: 357/512, [==================================>               ],  69.73%, loss=0.2357, total=81.1528
Train[09/10]: 358/512, [==================================>               ],  69.92%, loss=0.2456, total=81.3983
Train[09/10]: 359/512, [===================================>              ],  70.12%, loss=0.2758, total=81.6742
Train[09/10]: 360/512, [===================================>              ],  70.31%, loss=0.1809, total=81.8551
Train[09/10]: 361/512, [===================================>              ],  70.51%, loss=0.2076, total=82.0626
Train[09/10]: 362/512, [===================================>              ],  70.70%, loss=0.2819, total=82.3445
Train[09/10]: 363/512, [===================================>              ],  70.90%, loss=0.2564, total=82.6009
Train[09/10]: 364/512, [===================================>              ],  71.09%, loss=0.2366, total=82.8375
Train[09/10]: 365/512, [===================================>              ],  71.29%, loss=0.2237, total=83.0611
Train[09/10]: 366/512, [===================================>              ],  71.48%, loss=0.2061, total=83.2672
Train[09/10]: 367/512, [===================================>              ],  71.68%, loss=0.2150, total=83.4822
Train[09/10]: 368/512, [===================================>              ],  71.88%, loss=0.1904, total=83.6726
Train[09/10]: 369/512, [====================================>             ],  72.07%, loss=0.2192, total=83.8918
Train[09/10]: 370/512, [====================================>             ],  72.27%, loss=0.2554, total=84.1472
Train[09/10]: 371/512, [====================================>             ],  72.46%, loss=0.2375, total=84.3846
Train[09/10]: 372/512, [====================================>             ],  72.66%, loss=0.2540, total=84.6386
Train[09/10]: 373/512, [====================================>             ],  72.85%, loss=0.2343, total=84.8729
Train[09/10]: 374/512, [====================================>             ],  73.05%, loss=0.2529, total=85.1258
Train[09/10]: 375/512, [====================================>             ],  73.24%, loss=0.1877, total=85.3135
Train[09/10]: 376/512, [====================================>             ],  73.44%, loss=0.2581, total=85.5716
Train[09/10]: 377/512, [====================================>             ],  73.63%, loss=0.2155, total=85.7870
Train[09/10]: 378/512, [====================================>             ],  73.83%, loss=0.2310, total=86.0181
Train[09/10]: 379/512, [=====================================>            ],  74.02%, loss=0.2196, total=86.2377
Train[09/10]: 380/512, [=====================================>            ],  74.22%, loss=0.1962, total=86.4338
Train[09/10]: 381/512, [=====================================>            ],  74.41%, loss=0.2382, total=86.6720
Train[09/10]: 382/512, [=====================================>            ],  74.61%, loss=0.2336, total=86.9057
Train[09/10]: 383/512, [=====================================>            ],  74.80%, loss=0.2144, total=87.1201
Train[09/10]: 384/512, [=====================================>            ],  75.00%, loss=0.2161, total=87.3362
Train[09/10]: 385/512, [=====================================>            ],  75.20%, loss=0.1756, total=87.5117
Train[09/10]: 386/512, [=====================================>            ],  75.39%, loss=0.2294, total=87.7411
Train[09/10]: 387/512, [=====================================>            ],  75.59%, loss=0.1912, total=87.9323
Train[09/10]: 388/512, [=====================================>            ],  75.78%, loss=0.2058, total=88.1381
Train[09/10]: 389/512, [=====================================>            ],  75.98%, loss=0.1698, total=88.3079
Train[09/10]: 390/512, [======================================>           ],  76.17%, loss=0.2119, total=88.5198
Train[09/10]: 391/512, [======================================>           ],  76.37%, loss=0.2253, total=88.7451
Train[09/10]: 392/512, [======================================>           ],  76.56%, loss=0.2065, total=88.9516
Train[09/10]: 393/512, [======================================>           ],  76.76%, loss=0.1719, total=89.1236
Train[09/10]: 394/512, [======================================>           ],  76.95%, loss=0.1843, total=89.3079
Train[09/10]: 395/512, [======================================>           ],  77.15%, loss=0.2013, total=89.5092
Train[09/10]: 396/512, [======================================>           ],  77.34%, loss=0.2155, total=89.7247
Train[09/10]: 397/512, [======================================>           ],  77.54%, loss=0.1902, total=89.9149
Train[09/10]: 398/512, [======================================>           ],  77.73%, loss=0.1821, total=90.0970
Train[09/10]: 399/512, [======================================>           ],  77.93%, loss=0.2484, total=90.3454
Train[09/10]: 400/512, [=======================================>          ],  78.12%, loss=0.2069, total=90.5524
Train[09/10]: 401/512, [=======================================>          ],  78.32%, loss=0.1911, total=90.7435
Train[09/10]: 402/512, [=======================================>          ],  78.52%, loss=0.2021, total=90.9455
Train[09/10]: 403/512, [=======================================>          ],  78.71%, loss=0.1994, total=91.1449
Train[09/10]: 404/512, [=======================================>          ],  78.91%, loss=0.1998, total=91.3448
Train[09/10]: 405/512, [=======================================>          ],  79.10%, loss=0.1856, total=91.5303
Train[09/10]: 406/512, [=======================================>          ],  79.30%, loss=0.1994, total=91.7297
Train[09/10]: 407/512, [=======================================>          ],  79.49%, loss=0.2143, total=91.9440
Train[09/10]: 408/512, [=======================================>          ],  79.69%, loss=0.2173, total=92.1612
Train[09/10]: 409/512, [=======================================>          ],  79.88%, loss=0.1969, total=92.3581
