[Arguments] => mode: train, epoches: 10, batch: 8, load: None, save: first
Train[05/10]: 125/512, [============>                                     ],  24.41%, loss=0.3573, total=45.8540
Train[05/10]: 126/512, [============>                                     ],  24.61%, loss=0.2993, total=46.1533
Train[05/10]: 127/512, [============>                                     ],  24.80%, loss=0.3409, total=46.4941
Train[05/10]: 128/512, [============>                                     ],  25.00%, loss=0.2996, total=46.7937
Train[05/10]: 129/512, [============>                                     ],  25.20%, loss=0.3238, total=47.1175
Train[05/10]: 130/512, [============>                                     ],  25.39%, loss=0.3479, total=47.4655
Train[05/10]: 131/512, [============>                                     ],  25.59%, loss=0.3005, total=47.7660
Train[05/10]: 132/512, [============>                                     ],  25.78%, loss=0.3077, total=48.0737
Train[05/10]: 133/512, [============>                                     ],  25.98%, loss=0.4447, total=48.5183
Train[05/10]: 134/512, [=============>                                    ],  26.17%, loss=0.2959, total=48.8142
Train[05/10]: 135/512, [=============>                                    ],  26.37%, loss=0.3485, total=49.1627
Train[05/10]: 136/512, [=============>                                    ],  26.56%, loss=0.2526, total=49.4152
Train[05/10]: 137/512, [=============>                                    ],  26.76%, loss=0.3472, total=49.7624
Train[05/10]: 138/512, [=============>                                    ],  26.95%, loss=0.3976, total=50.1600
Train[05/10]: 139/512, [=============>                                    ],  27.15%, loss=0.3447, total=50.5048
Train[05/10]: 140/512, [=============>                                    ],  27.34%, loss=0.3226, total=50.8273
Train[05/10]: 141/512, [=============>                                    ],  27.54%, loss=0.3434, total=51.1707
Train[05/10]: 142/512, [=============>                                    ],  27.73%, loss=0.3743, total=51.5451
Train[05/10]: 143/512, [=============>                                    ],  27.93%, loss=0.3397, total=51.8847
Train[05/10]: 144/512, [==============>                                   ],  28.12%, loss=0.3440, total=52.2287
Train[05/10]: 145/512, [==============>                                   ],  28.32%, loss=0.3523, total=52.5810
Train[05/10]: 146/512, [==============>                                   ],  28.52%, loss=0.3589, total=52.9399
Train[05/10]: 147/512, [==============>                                   ],  28.71%, loss=0.3640, total=53.3039
Train[05/10]: 148/512, [==============>                                   ],  28.91%, loss=0.3869, total=53.6909
Train[05/10]: 149/512, [==============>                                   ],  29.10%, loss=0.3765, total=54.0674
Train[05/10]: 150/512, [==============>                                   ],  29.30%, loss=0.3254, total=54.3928
Train[05/10]: 151/512, [==============>                                   ],  29.49%, loss=0.3826, total=54.7754
Train[05/10]: 152/512, [==============>                                   ],  29.69%, loss=0.3883, total=55.1637
Train[05/10]: 153/512, [==============>                                   ],  29.88%, loss=0.3013, total=55.4649
Train[05/10]: 154/512, [===============>                                  ],  30.08%, loss=0.3763, total=55.8413
Train[05/10]: 155/512, [===============>                                  ],  30.27%, loss=0.3735, total=56.2147
Train[05/10]: 156/512, [===============>                                  ],  30.47%, loss=0.3001, total=56.5148
Train[05/10]: 157/512, [===============>                                  ],  30.66%, loss=0.4168, total=56.9316
Train[05/10]: 158/512, [===============>                                  ],  30.86%, loss=0.4114, total=57.3430
Train[05/10]: 159/512, [===============>                                  ],  31.05%, loss=0.3736, total=57.7167
Train[05/10]: 160/512, [===============>                                  ],  31.25%, loss=0.3419, total=58.0586
Train[05/10]: 161/512, [===============>                                  ],  31.45%, loss=0.3519, total=58.4104
Train[05/10]: 162/512, [===============>                                  ],  31.64%, loss=0.3791, total=58.7895
Train[05/10]: 163/512, [===============>                                  ],  31.84%, loss=0.3863, total=59.1758
Train[05/10]: 164/512, [================>                                 ],  32.03%, loss=0.3369, total=59.5127
Train[05/10]: 165/512, [================>                                 ],  32.23%, loss=0.3566, total=59.8693
Train[05/10]: 166/512, [================>                                 ],  32.42%, loss=0.2916, total=60.1609
Train[05/10]: 167/512, [================>                                 ],  32.62%, loss=0.4446, total=60.6055
Train[05/10]: 168/512, [================>                                 ],  32.81%, loss=0.2790, total=60.8845
Train[05/10]: 169/512, [================>                                 ],  33.01%, loss=0.3679, total=61.2524
Train[05/10]: 170/512, [================>                                 ],  33.20%, loss=0.3317, total=61.5841
Train[05/10]: 171/512, [================>                                 ],  33.40%, loss=0.3668, total=61.9509
Train[05/10]: 172/512, [================>                                 ],  33.59%, loss=0.3480, total=62.2988
Train[05/10]: 173/512, [================>                                 ],  33.79%, loss=0.3868, total=62.6856
Train[05/10]: 174/512, [================>                                 ],  33.98%, loss=0.3356, total=63.0212
Train[05/10]: 175/512, [=================>                                ],  34.18%, loss=0.3390, total=63.3602
Train[05/10]: 176/512, [=================>                                ],  34.38%, loss=0.4297, total=63.7899
Train[05/10]: 177/512, [=================>                                ],  34.57%, loss=0.3251, total=64.1150
Train[05/10]: 178/512, [=================>                                ],  34.77%, loss=0.3270, total=64.4420
Train[05/10]: 179/512, [=================>                                ],  34.96%, loss=0.3059, total=64.7478
Train[05/10]: 180/512, [=================>                                ],  35.16%, loss=0.3720, total=65.1198
Train[05/10]: 181/512, [=================>                                ],  35.35%, loss=0.3684, total=65.4882
Train[05/10]: 182/512, [=================>                                ],  35.55%, loss=0.2733, total=65.7615
Train[05/10]: 183/512, [=================>                                ],  35.74%, loss=0.3092, total=66.0707
Train[05/10]: 184/512, [=================>                                ],  35.94%, loss=0.3091, total=66.3798
Train[05/10]: 185/512, [==================>                               ],  36.13%, loss=0.4123, total=66.7921
Train[05/10]: 186/512, [==================>                               ],  36.33%, loss=0.2792, total=67.0713
Train[05/10]: 187/512, [==================>                               ],  36.52%, loss=0.3553, total=67.4266
Train[05/10]: 188/512, [==================>                               ],  36.72%, loss=0.3760, total=67.8026
Train[05/10]: 189/512, [==================>                               ],  36.91%, loss=0.2606, total=68.0632
Train[05/10]: 190/512, [==================>                               ],  37.11%, loss=0.4004, total=68.4636
Train[05/10]: 191/512, [==================>                               ],  37.30%, loss=0.3808, total=68.8444
Train[05/10]: 192/512, [==================>                               ],  37.50%, loss=0.4391, total=69.2835
Train[05/10]: 193/512, [==================>                               ],  37.70%, loss=0.3685, total=69.6520
Train[05/10]: 194/512, [==================>                               ],  37.89%, loss=0.4632, total=70.1151
Train[05/10]: 195/512, [===================>                              ],  38.09%, loss=0.3073, total=70.4224
Train[05/10]: 196/512, [===================>                              ],  38.28%, loss=0.2882, total=70.7106
Train[05/10]: 197/512, [===================>                              ],  38.48%, loss=0.4540, total=71.1646
Train[05/10]: 198/512, [===================>                              ],  38.67%, loss=0.4115, total=71.5761
Train[05/10]: 199/512, [===================>                              ],  38.87%, loss=0.3560, total=71.9321
Train[05/10]: 200/512, [===================>                              ],  39.06%, loss=0.4586, total=72.3907
Train[05/10]: 201/512, [===================>                              ],  39.26%, loss=0.3546, total=72.7453
Train[05/10]: 202/512, [===================>                              ],  39.45%, loss=0.4413, total=73.1865
Train[05/10]: 203/512, [===================>                              ],  39.65%, loss=0.3367, total=73.5232
Train[05/10]: 204/512, [===================>                              ],  39.84%, loss=0.3512, total=73.8744
Train[05/10]: 205/512, [====================>                             ],  40.04%, loss=0.4561, total=74.3304
Train[05/10]: 206/512, [====================>                             ],  40.23%, loss=0.3624, total=74.6929
Train[05/10]: 207/512, [====================>                             ],  40.43%, loss=0.3447, total=75.0376
Train[05/10]: 208/512, [====================>                             ],  40.62%, loss=0.2767, total=75.3143
Train[05/10]: 209/512, [====================>                             ],  40.82%, loss=0.3470, total=75.6613
Train[05/10]: 210/512, [====================>                             ],  41.02%, loss=0.3118, total=75.9731
Train[05/10]: 211/512, [====================>                             ],  41.21%, loss=0.3276, total=76.3007
Train[05/10]: 212/512, [====================>                             ],  41.41%, loss=0.2753, total=76.5760
Train[05/10]: 213/512, [====================>                             ],  41.60%, loss=0.3150, total=76.8910
Train[05/10]: 214/512, [====================>                             ],  41.80%, loss=0.4539, total=77.3448
Train[05/10]: 215/512, [====================>                             ],  41.99%, loss=0.3732, total=77.7181
Train[05/10]: 216/512, [=====================>                            ],  42.19%, loss=0.3634, total=78.0815
Train[05/10]: 217/512, [=====================>                            ],  42.38%, loss=0.3069, total=78.3884
Train[05/10]: 218/512, [=====================>                            ],  42.58%, loss=0.4259, total=78.8143
Train[05/10]: 219/512, [=====================>                            ],  42.77%, loss=0.3331, total=79.1474
Train[05/10]: 220/512, [=====================>                            ],  42.97%, loss=0.4400, total=79.5874
Train[05/10]: 221/512, [=====================>                            ],  43.16%, loss=0.3205, total=79.9079
Train[05/10]: 222/512, [=====================>                            ],  43.36%, loss=0.3561, total=80.2640
Train[05/10]: 223/512, [=====================>                            ],  43.55%, loss=0.3677, total=80.6317
Train[05/10]: 224/512, [=====================>                            ],  43.75%, loss=0.3452, total=80.9770
Train[05/10]: 225/512, [=====================>                            ],  43.95%, loss=0.4048, total=81.3817
Train[05/10]: 226/512, [======================>                           ],  44.14%, loss=0.3452, total=81.7269
Train[05/10]: 227/512, [======================>                           ],  44.34%, loss=0.3149, total=82.0419
Train[05/10]: 228/512, [======================>                           ],  44.53%, loss=0.3630, total=82.4049
Train[05/10]: 229/512, [======================>                           ],  44.73%, loss=0.4482, total=82.8531
Train[05/10]: 230/512, [======================>                           ],  44.92%, loss=0.3470, total=83.2001
Train[05/10]: 231/512, [======================>                           ],  45.12%, loss=0.3584, total=83.5585
Train[05/10]: 232/512, [======================>                           ],  45.31%, loss=0.4084, total=83.9669
Train[05/10]: 233/512, [======================>                           ],  45.51%, loss=0.3071, total=84.2739
Train[05/10]: 234/512, [======================>                           ],  45.70%, loss=0.3906, total=84.6645
Train[05/10]: 235/512, [======================>                           ],  45.90%, loss=0.3396, total=85.0042
Train[05/10]: 236/512, [=======================>                          ],  46.09%, loss=0.4328, total=85.4370
Train[05/10]: 237/512, [=======================>                          ],  46.29%, loss=0.2980, total=85.7350
Train[05/10]: 238/512, [=======================>                          ],  46.48%, loss=0.3700, total=86.1049
Train[05/10]: 239/512, [=======================>                          ],  46.68%, loss=0.3843, total=86.4892
Train[05/10]: 240/512, [=======================>                          ],  46.88%, loss=0.3269, total=86.8161
Train[05/10]: 241/512, [=======================>                          ],  47.07%, loss=0.3387, total=87.1548
Train[05/10]: 242/512, [=======================>                          ],  47.27%, loss=0.3550, total=87.5098
Train[05/10]: 243/512, [=======================>                          ],  47.46%, loss=0.3884, total=87.8983
Train[05/10]: 244/512, [=======================>                          ],  47.66%, loss=0.3182, total=88.2164
Train[05/10]: 245/512, [=======================>                          ],  47.85%, loss=0.3919, total=88.6083
Train[05/10]: 246/512, [========================>                         ],  48.05%, loss=0.3999, total=89.0082
Train[05/10]: 247/512, [========================>                         ],  48.24%, loss=0.3783, total=89.3865
Train[05/10]: 248/512, [========================>                         ],  48.44%, loss=0.3330, total=89.7195
Train[05/10]: 249/512, [========================>                         ],  48.63%, loss=0.3494, total=90.0688
Train[05/10]: 250/512, [========================>                         ],  48.83%, loss=0.3485, total=90.4174
Train[05/10]: 251/512, [========================>                         ],  49.02%, loss=0.3588, total=90.7762
Train[05/10]: 252/512, [========================>                         ],  49.22%, loss=0.2663, total=91.0425
Train[05/10]: 253/512, [========================>                         ],  49.41%, loss=0.3294, total=91.3718
Train[05/10]: 254/512, [========================>                         ],  49.61%, loss=0.4513, total=91.8231
Train[05/10]: 255/512, [========================>                         ],  49.80%, loss=0.2971, total=92.1202
Train[05/10]: 256/512, [=========================                         ],  50.00%, loss=0.3839, total=92.5041
Train[05/10]: 257/512, [=========================>                        ],  50.20%, loss=0.3016, total=92.8057
Train[05/10]: 258/512, [=========================>                        ],  50.39%, loss=0.3274, total=93.1331
Train[05/10]: 259/512, [=========================>                        ],  50.59%, loss=0.3478, total=93.4809
Train[05/10]: 260/512, [=========================>                        ],  50.78%, loss=0.3214, total=93.8023
Train[05/10]: 261/512, [=========================>                        ],  50.98%, loss=0.4008, total=94.2031
Train[05/10]: 262/512, [=========================>                        ],  51.17%, loss=0.3646, total=94.5677
Train[05/10]: 263/512, [=========================>                        ],  51.37%, loss=0.3380, total=94.9057
Train[05/10]: 264/512, [=========================>                        ],  51.56%, loss=0.3003, total=95.2061
Train[05/10]: 265/512, [=========================>                        ],  51.76%, loss=0.4237, total=95.6298
Train[05/10]: 266/512, [=========================>                        ],  51.95%, loss=0.3823, total=96.0121
Train[05/10]: 267/512, [==========================>                       ],  52.15%, loss=0.3333, total=96.3454
Train[05/10]: 268/512, [==========================>                       ],  52.34%, loss=0.3327, total=96.6781
Train[05/10]: 269/512, [==========================>                       ],  52.54%, loss=0.2446, total=96.9228
Train[05/10]: 270/512, [==========================>                       ],  52.73%, loss=0.3060, total=97.2288
Train[05/10]: 271/512, [==========================>                       ],  52.93%, loss=0.3672, total=97.5960
Train[05/10]: 272/512, [==========================>                       ],  53.12%, loss=0.4729, total=98.0689
Train[05/10]: 273/512, [==========================>                       ],  53.32%, loss=0.3434, total=98.4124
Train[05/10]: 274/512, [==========================>                       ],  53.52%, loss=0.3487, total=98.7610
Train[05/10]: 275/512, [==========================>                       ],  53.71%, loss=0.4159, total=99.1770
Train[05/10]: 276/512, [==========================>                       ],  53.91%, loss=0.4778, total=99.6548
Train[05/10]: 277/512, [===========================>                      ],  54.10%, loss=0.3784, total=100.0332
Train[05/10]: 278/512, [===========================>                      ],  54.30%, loss=0.3684, total=100.4016
Train[05/10]: 279/512, [===========================>                      ],  54.49%, loss=0.3643, total=100.7659
Train[05/10]: 280/512, [===========================>                      ],  54.69%, loss=0.3894, total=101.1554
Train[05/10]: 281/512, [===========================>                      ],  54.88%, loss=0.3071, total=101.4624
Train[05/10]: 282/512, [===========================>                      ],  55.08%, loss=0.3488, total=101.8113
Train[05/10]: 283/512, [===========================>                      ],  55.27%, loss=0.3454, total=102.1566
Train[05/10]: 284/512, [===========================>                      ],  55.47%, loss=0.3203, total=102.4769
Train[05/10]: 285/512, [===========================>                      ],  55.66%, loss=0.2888, total=102.7657
Train[05/10]: 286/512, [===========================>                      ],  55.86%, loss=0.3811, total=103.1468
Train[05/10]: 287/512, [============================>                     ],  56.05%, loss=0.2954, total=103.4422
Train[05/10]: 288/512, [============================>                     ],  56.25%, loss=0.3682, total=103.8104
Train[05/10]: 289/512, [============================>                     ],  56.45%, loss=0.3691, total=104.1796
Train[05/10]: 290/512, [============================>                     ],  56.64%, loss=0.2707, total=104.4503
Train[05/10]: 291/512, [============================>                     ],  56.84%, loss=0.3639, total=104.8141
Train[05/10]: 292/512, [============================>                     ],  57.03%, loss=0.3405, total=105.1546
Train[05/10]: 293/512, [============================>                     ],  57.23%, loss=0.2524, total=105.4070
Train[05/10]: 294/512, [============================>                     ],  57.42%, loss=0.3419, total=105.7489
Train[05/10]: 295/512, [============================>                     ],  57.62%, loss=0.2212, total=105.9701
Train[05/10]: 296/512, [============================>                     ],  57.81%, loss=0.3040, total=106.2741
Train[05/10]: 297/512, [=============================>                    ],  58.01%, loss=0.3428, total=106.6169
Train[05/10]: 298/512, [=============================>                    ],  58.20%, loss=0.2364, total=106.8533
Train[05/10]: 299/512, [=============================>                    ],  58.40%, loss=0.3080, total=107.1613
Train[05/10]: 300/512, [=============================>                    ],  58.59%, loss=0.2557, total=107.4169
Train[05/10]: 301/512, [=============================>                    ],  58.79%, loss=0.3966, total=107.8135
Train[05/10]: 302/512, [=============================>                    ],  58.98%, loss=0.3674, total=108.1809
Train[05/10]: 303/512, [=============================>                    ],  59.18%, loss=0.2805, total=108.4614
Train[05/10]: 304/512, [=============================>                    ],  59.38%, loss=0.3255, total=108.7869
Train[05/10]: 305/512, [=============================>                    ],  59.57%, loss=0.3347, total=109.1217
Train[05/10]: 306/512, [=============================>                    ],  59.77%, loss=0.3068, total=109.4285
Train[05/10]: 307/512, [=============================>                    ],  59.96%, loss=0.3282, total=109.7566
Train[05/10]: 308/512, [==============================>                   ],  60.16%, loss=0.3551, total=110.1117
Train[05/10]: 309/512, [==============================>                   ],  60.35%, loss=0.3406, total=110.4523
Train[05/10]: 310/512, [==============================>                   ],  60.55%, loss=0.2766, total=110.7289
Train[05/10]: 311/512, [==============================>                   ],  60.74%, loss=0.2471, total=110.9761
Train[05/10]: 312/512, [==============================>                   ],  60.94%, loss=0.2658, total=111.2419
Train[05/10]: 313/512, [==============================>                   ],  61.13%, loss=0.2991, total=111.5409
Train[05/10]: 314/512, [==============================>                   ],  61.33%, loss=0.3924, total=111.9334
Train[05/10]: 315/512, [==============================>                   ],  61.52%, loss=0.2698, total=112.2031
Train[05/10]: 316/512, [==============================>                   ],  61.72%, loss=0.3776, total=112.5807
Train[05/10]: 317/512, [==============================>                   ],  61.91%, loss=0.3977, total=112.9785
Train[05/10]: 318/512, [===============================>                  ],  62.11%, loss=0.3385, total=113.3170
Train[05/10]: 319/512, [===============================>                  ],  62.30%, loss=0.2647, total=113.5816
Train[05/10]: 320/512, [===============================>                  ],  62.50%, loss=0.3499, total=113.9315
Train[05/10]: 321/512, [===============================>                  ],  62.70%, loss=0.4371, total=114.3686
Train[05/10]: 322/512, [===============================>                  ],  62.89%, loss=0.3167, total=114.6853
Train[05/10]: 323/512, [===============================>                  ],  63.09%, loss=0.4015, total=115.0868
Train[05/10]: 324/512, [===============================>                  ],  63.28%, loss=0.3459, total=115.4327
Train[05/10]: 325/512, [===============================>                  ],  63.48%, loss=0.2877, total=115.7204
Train[05/10]: 326/512, [===============================>                  ],  63.67%, loss=0.4197, total=116.1401
Train[05/10]: 327/512, [===============================>                  ],  63.87%, loss=0.4051, total=116.5451
Train[05/10]: 328/512, [================================>                 ],  64.06%, loss=0.3217, total=116.8669
Train[05/10]: 329/512, [================================>                 ],  64.26%, loss=0.2981, total=117.1650
Train[05/10]: 330/512, [================================>                 ],  64.45%, loss=0.3800, total=117.5450
Train[05/10]: 331/512, [================================>                 ],  64.65%, loss=0.3586, total=117.9036
Train[05/10]: 332/512, [================================>                 ],  64.84%, loss=0.3387, total=118.2423
Train[05/10]: 333/512, [================================>                 ],  65.04%, loss=0.3339, total=118.5762
Train[05/10]: 334/512, [================================>                 ],  65.23%, loss=0.3100, total=118.8862
Train[05/10]: 335/512, [================================>                 ],  65.43%, loss=0.3537, total=119.2398
Train[05/10]: 336/512, [================================>                 ],  65.62%, loss=0.3506, total=119.5904
Train[05/10]: 337/512, [================================>                 ],  65.82%, loss=0.3229, total=119.9133
Train[05/10]: 338/512, [=================================>                ],  66.02%, loss=0.3144, total=120.2277
Train[05/10]: 339/512, [=================================>                ],  66.21%, loss=0.3111, total=120.5388
Train[05/10]: 340/512, [=================================>                ],  66.41%, loss=0.3692, total=120.9080
Train[05/10]: 341/512, [=================================>                ],  66.60%, loss=0.3562, total=121.2641
Train[05/10]: 342/512, [=================================>                ],  66.80%, loss=0.2949, total=121.5590
Train[05/10]: 343/512, [=================================>                ],  66.99%, loss=0.3594, total=121.9183
Train[05/10]: 344/512, [=================================>                ],  67.19%, loss=0.3451, total=122.2634
Train[05/10]: 345/512, [=================================>                ],  67.38%, loss=0.2600, total=122.5234
Train[05/10]: 346/512, [=================================>                ],  67.58%, loss=0.3355, total=122.8589
Train[05/10]: 347/512, [=================================>                ],  67.77%, loss=0.4114, total=123.2703
Train[05/10]: 348/512, [=================================>                ],  67.97%, loss=0.3236, total=123.5939
Train[05/10]: 349/512, [==================================>               ],  68.16%, loss=0.3477, total=123.9416
Train[05/10]: 350/512, [==================================>               ],  68.36%, loss=0.3284, total=124.2700
Train[05/10]: 351/512, [==================================>               ],  68.55%, loss=0.3539, total=124.6239
Train[05/10]: 352/512, [==================================>               ],  68.75%, loss=0.3244, total=124.9483
Train[05/10]: 353/512, [==================================>               ],  68.95%, loss=0.2822, total=125.2305
Train[05/10]: 354/512, [==================================>               ],  69.14%, loss=0.2776, total=125.5082
Train[05/10]: 355/512, [==================================>               ],  69.34%, loss=0.2874, total=125.7955
Train[05/10]: 356/512, [==================================>               ],  69.53%, loss=0.3302, total=126.1257
Train[05/10]: 357/512, [==================================>               ],  69.73%, loss=0.3830, total=126.5087
Train[05/10]: 358/512, [==================================>               ],  69.92%, loss=0.3868, total=126.8955
Train[05/10]: 359/512, [===================================>              ],  70.12%, loss=0.4478, total=127.3433
Train[05/10]: 360/512, [===================================>              ],  70.31%, loss=0.2734, total=127.6167
Train[05/10]: 361/512, [===================================>              ],  70.51%, loss=0.3082, total=127.9249
Train[05/10]: 362/512, [===================================>              ],  70.70%, loss=0.4100, total=128.3349
Train[05/10]: 363/512, [===================================>              ],  70.90%, loss=0.3649, total=128.6998
Train[05/10]: 364/512, [===================================>              ],  71.09%, loss=0.3457, total=129.0455
Train[05/10]: 365/512, [===================================>              ],  71.29%, loss=0.3361, total=129.3815
Train[05/10]: 366/512, [===================================>              ],  71.48%, loss=0.3400, total=129.7216
Train[05/10]: 367/512, [===================================>              ],  71.68%, loss=0.3494, total=130.0710
Train[05/10]: 368/512, [===================================>              ],  71.88%, loss=0.2823, total=130.3533
Train[05/10]: 369/512, [====================================>             ],  72.07%, loss=0.3358, total=130.6891
Train[05/10]: 370/512, [====================================>             ],  72.27%, loss=0.3759, total=131.0650
Train[05/10]: 371/512, [====================================>             ],  72.46%, loss=0.3779, total=131.4429
Train[05/10]: 372/512, [====================================>             ],  72.66%, loss=0.4378, total=131.8807
Train[05/10]: 373/512, [====================================>             ],  72.85%, loss=0.3455, total=132.2262
Train[05/10]: 374/512, [====================================>             ],  73.05%, loss=0.3886, total=132.6147
Train[05/10]: 375/512, [====================================>             ],  73.24%, loss=0.3273, total=132.9421
Train[05/10]: 376/512, [====================================>             ],  73.44%, loss=0.4318, total=133.3738
Train[05/10]: 377/512, [====================================>             ],  73.63%, loss=0.3369, total=133.7108
Train[05/10]: 378/512, [====================================>             ],  73.83%, loss=0.3422, total=134.0529
Train[05/10]: 379/512, [=====================================>            ],  74.02%, loss=0.3371, total=134.3900
Train[05/10]: 380/512, [=====================================>            ],  74.22%, loss=0.2994, total=134.6893
Train[05/10]: 381/512, [=====================================>            ],  74.41%, loss=0.3628, total=135.0522
Train[05/10]: 382/512, [=====================================>            ],  74.61%, loss=0.3577, total=135.4099
Train[05/10]: 383/512, [=====================================>            ],  74.80%, loss=0.3985, total=135.8084
Train[05/10]: 384/512, [=====================================>            ],  75.00%, loss=0.2996, total=136.1080
Train[05/10]: 385/512, [=====================================>            ],  75.20%, loss=0.2963, total=136.4044
Train[05/10]: 386/512, [=====================================>            ],  75.39%, loss=0.3835, total=136.7878
Train[05/10]: 387/512, [=====================================>            ],  75.59%, loss=0.2907, total=137.0785
Train[05/10]: 388/512, [=====================================>            ],  75.78%, loss=0.3129, total=137.3913
Train[05/10]: 389/512, [=====================================>            ],  75.98%, loss=0.2631, total=137.6545
Train[05/10]: 390/512, [======================================>           ],  76.17%, loss=0.2861, total=137.9405
Train[05/10]: 391/512, [======================================>           ],  76.37%, loss=0.3465, total=138.2870
Train[05/10]: 392/512, [======================================>           ],  76.56%, loss=0.3058, total=138.5928
Train[05/10]: 393/512, [======================================>           ],  76.76%, loss=0.2716, total=138.8645
Train[05/10]: 394/512, [======================================>           ],  76.95%, loss=0.3193, total=139.1837
Train[05/10]: 395/512, [======================================>           ],  77.15%, loss=0.3037, total=139.4874
Train[05/10]: 396/512, [======================================>           ],  77.34%, loss=0.3344, total=139.8218
Train[05/10]: 397/512, [======================================>           ],  77.54%, loss=0.2807, total=140.1026
Train[05/10]: 398/512, [======================================>           ],  77.73%, loss=0.2695, total=140.3721
Train[05/10]: 399/512, [======================================>           ],  77.93%, loss=0.3656, total=140.7377
Train[05/10]: 400/512, [=======================================>          ],  78.12%, loss=0.3031, total=141.0407
Train[05/10]: 401/512, [=======================================>          ],  78.32%, loss=0.3043, total=141.3450
Train[05/10]: 402/512, [=======================================>          ],  78.52%, loss=0.2992, total=141.6442
Train[05/10]: 403/512, [=======================================>          ],  78.71%, loss=0.2948, total=141.9389
Train[05/10]: 404/512, [=======================================>          ],  78.91%, loss=0.3139, total=142.2529
Train[05/10]: 405/512, [=======================================>          ],  79.10%, loss=0.2954, total=142.5483
Train[05/10]: 406/512, [=======================================>          ],  79.30%, loss=0.3545, total=142.9028
Train[05/10]: 407/512, [=======================================>          ],  79.49%, loss=0.3172, total=143.2200
Train[05/10]: 408/512, [=======================================>          ],  79.69%, loss=0.3413, total=143.5613
Train[05/10]: 409/512, [=======================================>          ],  79.88%, loss=0.2923, total=143.8537
Train[05/10]: 410/512, [========================================>         ],  80.08%, loss=0.3680, total=144.2217
Train[05/10]: 411/512, [========================================>         ],  80.27%, loss=0.2757, total=144.4973
Train[05/10]: 412/512, [========================================>         ],  80.47%, loss=0.3901, total=144.8874
Train[05/10]: 413/512, [========================================>         ],  80.66%, loss=0.2546, total=145.1420
Train[05/10]: 414/512, [========================================>         ],  80.86%, loss=0.3695, total=145.5115
Train[05/10]: 415/512, [========================================>         ],  81.05%, loss=0.3493, total=145.8609
Train[05/10]: 416/512, [========================================>         ],  81.25%, loss=0.3147, total=146.1756
Train[05/10]: 417/512, [========================================>         ],  81.45%, loss=0.2678, total=146.4433
Train[05/10]: 418/512, [========================================>         ],  81.64%, loss=0.2932, total=146.7365
Train[05/10]: 419/512, [========================================>         ],  81.84%, loss=0.3654, total=147.1019
Train[05/10]: 420/512, [=========================================>        ],  82.03%, loss=0.4195, total=147.5215
Train[05/10]: 421/512, [=========================================>        ],  82.23%, loss=0.3447, total=147.8662
Train[05/10]: 422/512, [=========================================>        ],  82.42%, loss=0.4700, total=148.3362
Train[05/10]: 423/512, [=========================================>        ],  82.62%, loss=0.3520, total=148.6882
Train[05/10]: 424/512, [=========================================>        ],  82.81%, loss=0.3177, total=149.0059
Train[05/10]: 425/512, [=========================================>        ],  83.01%, loss=0.3418, total=149.3477
Train[05/10]: 426/512, [=========================================>        ],  83.20%, loss=0.3528, total=149.7005
Train[05/10]: 427/512, [=========================================>        ],  83.40%, loss=0.3306, total=150.0310
Train[05/10]: 428/512, [=========================================>        ],  83.59%, loss=0.4372, total=150.4682
Train[05/10]: 429/512, [=========================================>        ],  83.79%, loss=0.3368, total=150.8050
Train[05/10]: 430/512, [=========================================>        ],  83.98%, loss=0.3495, total=151.1545
Train[05/10]: 431/512, [==========================================>       ],  84.18%, loss=0.3421, total=151.4966
Train[05/10]: 432/512, [==========================================>       ],  84.38%, loss=0.4647, total=151.9613
Train[05/10]: 433/512, [==========================================>       ],  84.57%, loss=0.2547, total=152.2159
Train[05/10]: 434/512, [==========================================>       ],  84.77%, loss=0.4531, total=152.6690
Train[05/10]: 435/512, [==========================================>       ],  84.96%, loss=0.3179, total=152.9870
Train[05/10]: 436/512, [==========================================>       ],  85.16%, loss=0.2836, total=153.2706
Train[05/10]: 437/512, [==========================================>       ],  85.35%, loss=0.3788, total=153.6494
Train[05/10]: 438/512, [==========================================>       ],  85.55%, loss=0.3150, total=153.9643
Train[05/10]: 439/512, [==========================================>       ],  85.74%, loss=0.3083, total=154.2726
Train[05/10]: 440/512, [==========================================>       ],  85.94%, loss=0.2891, total=154.5617
Train[05/10]: 441/512, [===========================================>      ],  86.13%, loss=0.2861, total=154.8478
Train[05/10]: 442/512, [===========================================>      ],  86.33%, loss=0.2851, total=155.1329
Train[05/10]: 443/512, [===========================================>      ],  86.52%, loss=0.3324, total=155.4653
Train[05/10]: 444/512, [===========================================>      ],  86.72%, loss=0.3773, total=155.8425
Train[05/10]: 445/512, [===========================================>      ],  86.91%, loss=0.2821, total=156.1246
Train[05/10]: 446/512, [===========================================>      ],  87.11%, loss=0.2502, total=156.3748
Train[05/10]: 447/512, [===========================================>      ],  87.30%, loss=0.3466, total=156.7214
Train[05/10]: 448/512, [===========================================>      ],  87.50%, loss=0.3351, total=157.0565
Train[05/10]: 449/512, [===========================================>      ],  87.70%, loss=0.2554, total=157.3119
Train[05/10]: 450/512, [===========================================>      ],  87.89%, loss=0.3488, total=157.6607
Train[05/10]: 451/512, [============================================>     ],  88.09%, loss=0.3361, total=157.9967
Train[05/10]: 452/512, [============================================>     ],  88.28%, loss=0.4150, total=158.4117
