[Arguments] => mode: train, epoches: 20, batch: 8, load: first, save: second


Train[01/20]: 196/512, [===================>                              ],  38.28%, loss=0.1786, total=40.0516
Train[01/20]: 197/512, [===================>                              ],  38.48%, loss=0.2358, total=40.2873
Train[01/20]: 198/512, [===================>                              ],  38.67%, loss=0.1995, total=40.4868
Train[01/20]: 199/512, [===================>                              ],  38.87%, loss=0.2031, total=40.6899
Train[01/20]: 200/512, [===================>                              ],  39.06%, loss=0.2175, total=40.9074
Train[01/20]: 201/512, [===================>                              ],  39.26%, loss=0.2099, total=41.1173
Train[01/20]: 202/512, [===================>                              ],  39.45%, loss=0.2287, total=41.3460
Train[01/20]: 203/512, [===================>                              ],  39.65%, loss=0.1825, total=41.5285
Train[01/20]: 204/512, [===================>                              ],  39.84%, loss=0.1743, total=41.7027
Train[01/20]: 205/512, [====================>                             ],  40.04%, loss=0.1906, total=41.8933
Train[01/20]: 206/512, [====================>                             ],  40.23%, loss=0.1805, total=42.0738
Train[01/20]: 207/512, [====================>                             ],  40.43%, loss=0.1986, total=42.2724
Train[01/20]: 208/512, [====================>                             ],  40.62%, loss=0.1836, total=42.4559
Train[01/20]: 209/512, [====================>                             ],  40.82%, loss=0.2049, total=42.6608
Train[01/20]: 210/512, [====================>                             ],  41.02%, loss=0.1606, total=42.8214
Train[01/20]: 211/512, [====================>                             ],  41.21%, loss=0.1894, total=43.0107
Train[01/20]: 212/512, [====================>                             ],  41.41%, loss=0.1628, total=43.1735
Train[01/20]: 213/512, [====================>                             ],  41.60%, loss=0.1967, total=43.3702
Train[01/20]: 214/512, [====================>                             ],  41.80%, loss=0.2036, total=43.5738
Train[01/20]: 215/512, [====================>                             ],  41.99%, loss=0.1806, total=43.7544
Train[01/20]: 216/512, [=====================>                            ],  42.19%, loss=0.1978, total=43.9522
Train[01/20]: 217/512, [=====================>                            ],  42.38%, loss=0.1655, total=44.1177
Train[01/20]: 218/512, [=====================>                            ],  42.58%, loss=0.2096, total=44.3273
Train[01/20]: 219/512, [=====================>                            ],  42.77%, loss=0.1720, total=44.4993
Train[01/20]: 220/512, [=====================>                            ],  42.97%, loss=0.2191, total=44.7184
Train[01/20]: 221/512, [=====================>                            ],  43.16%, loss=0.1934, total=44.9118
Train[01/20]: 222/512, [=====================>                            ],  43.36%, loss=0.1937, total=45.1056
Train[01/20]: 223/512, [=====================>                            ],  43.55%, loss=0.1996, total=45.3052
Train[01/20]: 224/512, [=====================>                            ],  43.75%, loss=0.1915, total=45.4967
Train[01/20]: 225/512, [=====================>                            ],  43.95%, loss=0.2030, total=45.6997
Train[01/20]: 226/512, [======================>                           ],  44.14%, loss=0.1954, total=45.8951
Train[01/20]: 227/512, [======================>                           ],  44.34%, loss=0.1764, total=46.0716
Train[01/20]: 228/512, [======================>                           ],  44.53%, loss=0.1959, total=46.2675
Train[01/20]: 229/512, [======================>                           ],  44.73%, loss=0.2514, total=46.5188
Train[01/20]: 230/512, [======================>                           ],  44.92%, loss=0.2038, total=46.7226
Train[01/20]: 231/512, [======================>                           ],  45.12%, loss=0.1986, total=46.9212
Train[01/20]: 232/512, [======================>                           ],  45.31%, loss=0.2138, total=47.1349
Train[01/20]: 233/512, [======================>                           ],  45.51%, loss=0.1778, total=47.3127
Train[01/20]: 234/512, [======================>                           ],  45.70%, loss=0.2334, total=47.5462
Train[01/20]: 235/512, [======================>                           ],  45.90%, loss=0.2063, total=47.7524
Train[01/20]: 236/512, [=======================>                          ],  46.09%, loss=0.2467, total=47.9991
Train[01/20]: 237/512, [=======================>                          ],  46.29%, loss=0.1672, total=48.1663
Train[01/20]: 238/512, [=======================>                          ],  46.48%, loss=0.1936, total=48.3599
Train[01/20]: 239/512, [=======================>                          ],  46.68%, loss=0.2144, total=48.5743
Train[01/20]: 240/512, [=======================>                          ],  46.88%, loss=0.1993, total=48.7737
Train[01/20]: 241/512, [=======================>                          ],  47.07%, loss=0.1825, total=48.9562
Train[01/20]: 242/512, [=======================>                          ],  47.27%, loss=0.1840, total=49.1402
Train[01/20]: 243/512, [=======================>                          ],  47.46%, loss=0.1954, total=49.3356
Train[01/20]: 244/512, [=======================>                          ],  47.66%, loss=0.1854, total=49.5210
Train[01/20]: 245/512, [=======================>                          ],  47.85%, loss=0.1935, total=49.7145
Train[01/20]: 246/512, [========================>                         ],  48.05%, loss=0.1966, total=49.9110
Train[01/20]: 247/512, [========================>                         ],  48.24%, loss=0.2268, total=50.1378
Train[01/20]: 248/512, [========================>                         ],  48.44%, loss=0.1833, total=50.3211
Train[01/20]: 249/512, [========================>                         ],  48.63%, loss=0.1957, total=50.5168
Train[01/20]: 250/512, [========================>                         ],  48.83%, loss=0.2006, total=50.7174
Train[01/20]: 251/512, [========================>                         ],  49.02%, loss=0.1880, total=50.9054
Train[01/20]: 252/512, [========================>                         ],  49.22%, loss=0.1667, total=51.0721
Train[01/20]: 253/512, [========================>                         ],  49.41%, loss=0.1870, total=51.2591
Train[01/20]: 254/512, [========================>                         ],  49.61%, loss=0.2017, total=51.4608
Train[01/20]: 255/512, [========================>                         ],  49.80%, loss=0.1744, total=51.6352
Train[01/20]: 256/512, [=========================                         ],  50.00%, loss=0.2030, total=51.8382
Train[01/20]: 257/512, [=========================>                        ],  50.20%, loss=0.1720, total=52.0102
Train[01/20]: 258/512, [=========================>                        ],  50.39%, loss=0.1832, total=52.1934
Train[01/20]: 259/512, [=========================>                        ],  50.59%, loss=0.1836, total=52.3770
Train[01/20]: 260/512, [=========================>                        ],  50.78%, loss=0.1753, total=52.5523
Train[01/20]: 261/512, [=========================>                        ],  50.98%, loss=0.2066, total=52.7589
Train[01/20]: 262/512, [=========================>                        ],  51.17%, loss=0.1928, total=52.9517
Train[01/20]: 263/512, [=========================>                        ],  51.37%, loss=0.1755, total=53.1272
Train[01/20]: 264/512, [=========================>                        ],  51.56%, loss=0.1799, total=53.3071
Train[01/20]: 265/512, [=========================>                        ],  51.76%, loss=0.2163, total=53.5234
Train[01/20]: 266/512, [=========================>                        ],  51.95%, loss=0.1817, total=53.7051
Train[01/20]: 267/512, [==========================>                       ],  52.15%, loss=0.1978, total=53.9029
Train[01/20]: 268/512, [==========================>                       ],  52.34%, loss=0.2031, total=54.1060
Train[01/20]: 269/512, [==========================>                       ],  52.54%, loss=0.1617, total=54.2677
Train[01/20]: 270/512, [==========================>                       ],  52.73%, loss=0.1900, total=54.4577
Train[01/20]: 271/512, [==========================>                       ],  52.93%, loss=0.1979, total=54.6556
Train[01/20]: 272/512, [==========================>                       ],  53.12%, loss=0.2364, total=54.8920
