[Arguments] => mode: train, epoches: 20, batch: 8, load: first, save: second
Eva[13/20]: 108/128, [==========================================>       ],  84.38%, loss=0.1996, total=20.8733
Eva[13/20]: 109/128, [==========================================>       ],  85.16%, loss=0.1817, total=21.0550
Eva[13/20]: 110/128, [==========================================>       ],  85.94%, loss=0.2103, total=21.2653
Eva[13/20]: 111/128, [===========================================>      ],  86.72%, loss=0.1728, total=21.4380
Eva[13/20]: 112/128, [===========================================>      ],  87.50%, loss=0.1660, total=21.6041
Eva[13/20]: 113/128, [============================================>     ],  88.28%, loss=0.1489, total=21.7530
Eva[13/20]: 114/128, [============================================>     ],  89.06%, loss=0.2218, total=21.9749
Eva[13/20]: 115/128, [============================================>     ],  89.84%, loss=0.1974, total=22.1723
Eva[13/20]: 116/128, [=============================================>    ],  90.62%, loss=0.2332, total=22.4055
Eva[13/20]: 117/128, [=============================================>    ],  91.41%, loss=0.1894, total=22.5948
Eva[13/20]: 118/128, [==============================================>   ],  92.19%, loss=0.1838, total=22.7787
Eva[13/20]: 119/128, [==============================================>   ],  92.97%, loss=0.1700, total=22.9486
Eva[13/20]: 120/128, [==============================================>   ],  93.75%, loss=0.1873, total=23.1359
Eva[13/20]: 121/128, [===============================================>  ],  94.53%, loss=0.1755, total=23.3114
Eva[13/20]: 122/128, [===============================================>  ],  95.31%, loss=0.2293, total=23.5407
Eva[13/20]: 123/128, [================================================> ],  96.09%, loss=0.2036, total=23.7444
Eva[13/20]: 124/128, [================================================> ],  96.88%, loss=0.1496, total=23.8940
Eva[13/20]: 125/128, [================================================> ],  97.66%, loss=0.1681, total=24.0621
Eva[13/20]: 126/128, [=================================================>],  98.44%, loss=0.2099, total=24.2720
Eva[13/20]: 127/128, [=================================================>],  99.22%, loss=0.1843, total=24.4563
Eva[13/20]: 128/128, [==================================================], 100.00%, loss=0.2544, total=24.7107
Eva[13/20]: 128/128, [==================================================], 100.00%, loss=0.1931

Train[13/20]: 001/512, [>                                                 ],   0.20%, loss=0.1247, total=0.1247
Train[13/20]: 002/512, [>                                                 ],   0.39%, loss=0.1518, total=0.2765
Train[13/20]: 003/512, [>                                                 ],   0.59%, loss=0.1633, total=0.4397
Train[13/20]: 004/512, [>                                                 ],   0.78%, loss=0.1600, total=0.5998
Train[13/20]: 005/512, [>                                                 ],   0.98%, loss=0.1584, total=0.7581
Train[13/20]: 006/512, [>                                                 ],   1.17%, loss=0.1496, total=0.9078
Train[13/20]: 007/512, [>                                                 ],   1.37%, loss=0.1561, total=1.0639
Train[13/20]: 008/512, [>                                                 ],   1.56%, loss=0.1124, total=1.1763
Train[13/20]: 009/512, [>                                                 ],   1.76%, loss=0.1470, total=1.3234
Train[13/20]: 010/512, [>                                                 ],   1.95%, loss=0.1545, total=1.4778
Train[13/20]: 011/512, [=>                                                ],   2.15%, loss=0.1668, total=1.6447
Train[13/20]: 012/512, [=>                                                ],   2.34%, loss=0.1482, total=1.7929
Train[13/20]: 013/512, [=>                                                ],   2.54%, loss=0.1525, total=1.9454
Train[13/20]: 014/512, [=>                                                ],   2.73%, loss=0.1590, total=2.1043
Train[13/20]: 015/512, [=>                                                ],   2.93%, loss=0.1472, total=2.2515
Train[13/20]: 016/512, [=>                                                ],   3.12%, loss=0.1527, total=2.4042
Train[13/20]: 017/512, [=>                                                ],   3.32%, loss=0.1690, total=2.5732
Train[13/20]: 018/512, [=>                                                ],   3.52%, loss=0.1656, total=2.7388
Train[13/20]: 019/512, [=>                                                ],   3.71%, loss=0.1541, total=2.8929
Train[13/20]: 020/512, [=>                                                ],   3.91%, loss=0.1389, total=3.0318
Train[13/20]: 021/512, [==>                                               ],   4.10%, loss=0.1647, total=3.1965
Train[13/20]: 022/512, [==>                                               ],   4.30%, loss=0.1584, total=3.3549
Train[13/20]: 023/512, [==>                                               ],   4.49%, loss=0.1692, total=3.5240
Train[13/20]: 024/512, [==>                                               ],   4.69%, loss=0.1422, total=3.6662
Train[13/20]: 025/512, [==>                                               ],   4.88%, loss=0.1665, total=3.8327
Train[13/20]: 026/512, [==>                                               ],   5.08%, loss=0.1859, total=4.0187
Train[13/20]: 027/512, [==>                                               ],   5.27%, loss=0.1655, total=4.1842
Train[13/20]: 028/512, [==>                                               ],   5.47%, loss=0.1374, total=4.3216
Train[13/20]: 029/512, [==>                                               ],   5.66%, loss=0.1587, total=4.4803
Train[13/20]: 030/512, [==>                                               ],   5.86%, loss=0.1732, total=4.6535
Train[13/20]: 031/512, [===>                                              ],   6.05%, loss=0.1884, total=4.8419
Train[13/20]: 032/512, [===>                                              ],   6.25%, loss=0.1678, total=5.0097
Train[13/20]: 033/512, [===>                                              ],   6.45%, loss=0.1319, total=5.1415
Train[13/20]: 034/512, [===>                                              ],   6.64%, loss=0.1869, total=5.3285
Train[13/20]: 035/512, [===>                                              ],   6.84%, loss=0.1159, total=5.4444
Train[13/20]: 036/512, [===>                                              ],   7.03%, loss=0.1739, total=5.6183
Train[13/20]: 037/512, [===>                                              ],   7.23%, loss=0.1653, total=5.7836
Train[13/20]: 038/512, [===>                                              ],   7.42%, loss=0.1634, total=5.9470
Train[13/20]: 039/512, [===>                                              ],   7.62%, loss=0.1504, total=6.0974
Train[13/20]: 040/512, [===>                                              ],   7.81%, loss=0.1530, total=6.2505
Train[13/20]: 041/512, [====>                                             ],   8.01%, loss=0.1231, total=6.3736
Train[13/20]: 042/512, [====>                                             ],   8.20%, loss=0.1386, total=6.5122
Train[13/20]: 043/512, [====>                                             ],   8.40%, loss=0.1724, total=6.6846
Train[13/20]: 044/512, [====>                                             ],   8.59%, loss=0.1560, total=6.8406
Train[13/20]: 045/512, [====>                                             ],   8.79%, loss=0.1536, total=6.9942
Train[13/20]: 046/512, [====>                                             ],   8.98%, loss=0.1534, total=7.1476
Train[13/20]: 047/512, [====>                                             ],   9.18%, loss=0.1466, total=7.2942
Train[13/20]: 048/512, [====>                                             ],   9.38%, loss=0.1404, total=7.4346
Train[13/20]: 049/512, [====>                                             ],   9.57%, loss=0.1886, total=7.6232
Train[13/20]: 050/512, [====>                                             ],   9.77%, loss=0.1556, total=7.7787
Train[13/20]: 051/512, [====>                                             ],   9.96%, loss=0.1628, total=7.9416
Train[13/20]: 052/512, [=====>                                            ],  10.16%, loss=0.1599, total=8.1015
Train[13/20]: 053/512, [=====>                                            ],  10.35%, loss=0.1530, total=8.2545
Train[13/20]: 054/512, [=====>                                            ],  10.55%, loss=0.1607, total=8.4152
Train[13/20]: 055/512, [=====>                                            ],  10.74%, loss=0.1657, total=8.5809
Train[13/20]: 056/512, [=====>                                            ],  10.94%, loss=0.1717, total=8.7526
Train[13/20]: 057/512, [=====>                                            ],  11.13%, loss=0.1232, total=8.8758
Train[13/20]: 058/512, [=====>                                            ],  11.33%, loss=0.1492, total=9.0249
Train[13/20]: 059/512, [=====>                                            ],  11.52%, loss=0.1565, total=9.1815
Train[13/20]: 060/512, [=====>                                            ],  11.72%, loss=0.1623, total=9.3438
Train[13/20]: 061/512, [=====>                                            ],  11.91%, loss=0.1495, total=9.4933
Train[13/20]: 062/512, [======>                                           ],  12.11%, loss=0.1573, total=9.6505
Train[13/20]: 063/512, [======>                                           ],  12.30%, loss=0.1426, total=9.7932
Train[13/20]: 064/512, [======>                                           ],  12.50%, loss=0.1437, total=9.9368
Train[13/20]: 065/512, [======>                                           ],  12.70%, loss=0.1642, total=10.1010
Train[13/20]: 066/512, [======>                                           ],  12.89%, loss=0.1622, total=10.2632
Train[13/20]: 067/512, [======>                                           ],  13.09%, loss=0.1667, total=10.4298
Train[13/20]: 068/512, [======>                                           ],  13.28%, loss=0.1549, total=10.5848
Train[13/20]: 069/512, [======>                                           ],  13.48%, loss=0.1599, total=10.7446
Train[13/20]: 070/512, [======>                                           ],  13.67%, loss=0.1501, total=10.8947
Train[13/20]: 071/512, [======>                                           ],  13.87%, loss=0.1635, total=11.0582
Train[13/20]: 072/512, [=======>                                          ],  14.06%, loss=0.1532, total=11.2114
Train[13/20]: 073/512, [=======>                                          ],  14.26%, loss=0.1236, total=11.3350
Train[13/20]: 074/512, [=======>                                          ],  14.45%, loss=0.1591, total=11.4941
Train[13/20]: 075/512, [=======>                                          ],  14.65%, loss=0.1875, total=11.6816
Train[13/20]: 076/512, [=======>                                          ],  14.84%, loss=0.1657, total=11.8473
Train[13/20]: 077/512, [=======>                                          ],  15.04%, loss=0.1801, total=12.0274
Train[13/20]: 078/512, [=======>                                          ],  15.23%, loss=0.1480, total=12.1754
Train[13/20]: 079/512, [=======>                                          ],  15.43%, loss=0.1497, total=12.3251
Train[13/20]: 080/512, [=======>                                          ],  15.62%, loss=0.1487, total=12.4738
Train[13/20]: 081/512, [=======>                                          ],  15.82%, loss=0.1568, total=12.6306
Train[13/20]: 082/512, [========>                                         ],  16.02%, loss=0.1546, total=12.7852
Train[13/20]: 083/512, [========>                                         ],  16.21%, loss=0.1560, total=12.9412
Train[13/20]: 084/512, [========>                                         ],  16.41%, loss=0.1450, total=13.0863
Train[13/20]: 085/512, [========>                                         ],  16.60%, loss=0.1397, total=13.2260
Train[13/20]: 086/512, [========>                                         ],  16.80%, loss=0.1578, total=13.3838
Train[13/20]: 087/512, [========>                                         ],  16.99%, loss=0.1425, total=13.5263
Train[13/20]: 088/512, [========>                                         ],  17.19%, loss=0.1648, total=13.6911
Train[13/20]: 089/512, [========>                                         ],  17.38%, loss=0.1457, total=13.8368
Train[13/20]: 090/512, [========>                                         ],  17.58%, loss=0.1512, total=13.9880
Train[13/20]: 091/512, [========>                                         ],  17.77%, loss=0.1466, total=14.1346
Train[13/20]: 092/512, [========>                                         ],  17.97%, loss=0.1573, total=14.2919
Train[13/20]: 093/512, [=========>                                        ],  18.16%, loss=0.1606, total=14.4525
Train[13/20]: 094/512, [=========>                                        ],  18.36%, loss=0.1670, total=14.6195
Train[13/20]: 095/512, [=========>                                        ],  18.55%, loss=0.1284, total=14.7478
Train[13/20]: 096/512, [=========>                                        ],  18.75%, loss=0.1621, total=14.9100
Train[13/20]: 097/512, [=========>                                        ],  18.95%, loss=0.1571, total=15.0671
Train[13/20]: 098/512, [=========>                                        ],  19.14%, loss=0.1553, total=15.2224
Train[13/20]: 099/512, [=========>                                        ],  19.34%, loss=0.1426, total=15.3649
Train[13/20]: 100/512, [=========>                                        ],  19.53%, loss=0.1332, total=15.4981
Train[13/20]: 101/512, [=========>                                        ],  19.73%, loss=0.1420, total=15.6401
Train[13/20]: 102/512, [=========>                                        ],  19.92%, loss=0.1497, total=15.7898
Train[13/20]: 103/512, [==========>                                       ],  20.12%, loss=0.1350, total=15.9248
Train[13/20]: 104/512, [==========>                                       ],  20.31%, loss=0.1555, total=16.0803
Train[13/20]: 105/512, [==========>                                       ],  20.51%, loss=0.1536, total=16.2339
Train[13/20]: 106/512, [==========>                                       ],  20.70%, loss=0.1454, total=16.3793
Train[13/20]: 107/512, [==========>                                       ],  20.90%, loss=0.1608, total=16.5401
Train[13/20]: 108/512, [==========>                                       ],  21.09%, loss=0.1645, total=16.7046
Train[13/20]: 109/512, [==========>                                       ],  21.29%, loss=0.1553, total=16.8599
Train[13/20]: 110/512, [==========>                                       ],  21.48%, loss=0.1696, total=17.0295
Train[13/20]: 111/512, [==========>                                       ],  21.68%, loss=0.1336, total=17.1630
Train[13/20]: 112/512, [==========>                                       ],  21.88%, loss=0.1370, total=17.3000
Train[13/20]: 113/512, [===========>                                      ],  22.07%, loss=0.1493, total=17.4493
Train[13/20]: 114/512, [===========>                                      ],  22.27%, loss=0.1591, total=17.6084
Train[13/20]: 115/512, [===========>                                      ],  22.46%, loss=0.1641, total=17.7725
Train[13/20]: 116/512, [===========>                                      ],  22.66%, loss=0.1503, total=17.9228
Train[13/20]: 117/512, [===========>                                      ],  22.85%, loss=0.1313, total=18.0541
Train[13/20]: 118/512, [===========>                                      ],  23.05%, loss=0.1624, total=18.2165
Train[13/20]: 119/512, [===========>                                      ],  23.24%, loss=0.1576, total=18.3741
Train[13/20]: 120/512, [===========>                                      ],  23.44%, loss=0.1448, total=18.5189
Train[13/20]: 121/512, [===========>                                      ],  23.63%, loss=0.1608, total=18.6797
Train[13/20]: 122/512, [===========>                                      ],  23.83%, loss=0.1342, total=18.8139
Train[13/20]: 123/512, [============>                                     ],  24.02%, loss=0.1696, total=18.9835
Train[13/20]: 124/512, [============>                                     ],  24.22%, loss=0.1487, total=19.1322
Train[13/20]: 125/512, [============>                                     ],  24.41%, loss=0.1521, total=19.2844
Train[13/20]: 126/512, [============>                                     ],  24.61%, loss=0.1492, total=19.4336
Train[13/20]: 127/512, [============>                                     ],  24.80%, loss=0.1526, total=19.5862
Train[13/20]: 128/512, [============>                                     ],  25.00%, loss=0.1456, total=19.7318
Train[13/20]: 129/512, [============>                                     ],  25.20%, loss=0.1461, total=19.8778
Train[13/20]: 130/512, [============>                                     ],  25.39%, loss=0.1511, total=20.0289
Train[13/20]: 131/512, [============>                                     ],  25.59%, loss=0.1489, total=20.1779
Train[13/20]: 132/512, [============>                                     ],  25.78%, loss=0.1475, total=20.3254
Train[13/20]: 133/512, [============>                                     ],  25.98%, loss=0.1561, total=20.4815
Train[13/20]: 134/512, [=============>                                    ],  26.17%, loss=0.1537, total=20.6352
Train[13/20]: 135/512, [=============>                                    ],  26.37%, loss=0.1507, total=20.7859
Train[13/20]: 136/512, [=============>                                    ],  26.56%, loss=0.1433, total=20.9292
Train[13/20]: 137/512, [=============>                                    ],  26.76%, loss=0.1612, total=21.0904
Train[13/20]: 138/512, [=============>                                    ],  26.95%, loss=0.1566, total=21.2470
Train[13/20]: 139/512, [=============>                                    ],  27.15%, loss=0.1553, total=21.4023
Train[13/20]: 140/512, [=============>                                    ],  27.34%, loss=0.1331, total=21.5354
Train[13/20]: 141/512, [=============>                                    ],  27.54%, loss=0.1599, total=21.6953
Train[13/20]: 142/512, [=============>                                    ],  27.73%, loss=0.1711, total=21.8664
Train[13/20]: 143/512, [=============>                                    ],  27.93%, loss=0.1352, total=22.0016
Train[13/20]: 144/512, [==============>                                   ],  28.12%, loss=0.1582, total=22.1599
Train[13/20]: 145/512, [==============>                                   ],  28.32%, loss=0.1679, total=22.3277
Train[13/20]: 146/512, [==============>                                   ],  28.52%, loss=0.1612, total=22.4890
Train[13/20]: 147/512, [==============>                                   ],  28.71%, loss=0.1605, total=22.6494
Train[13/20]: 148/512, [==============>                                   ],  28.91%, loss=0.1518, total=22.8012
Train[13/20]: 149/512, [==============>                                   ],  29.10%, loss=0.1491, total=22.9504
Train[13/20]: 150/512, [==============>                                   ],  29.30%, loss=0.1466, total=23.0970
Train[13/20]: 151/512, [==============>                                   ],  29.49%, loss=0.1687, total=23.2656
Train[13/20]: 152/512, [==============>                                   ],  29.69%, loss=0.1423, total=23.4080
Train[13/20]: 153/512, [==============>                                   ],  29.88%, loss=0.1366, total=23.5446
Train[13/20]: 154/512, [===============>                                  ],  30.08%, loss=0.1400, total=23.6847
Train[13/20]: 155/512, [===============>                                  ],  30.27%, loss=0.1637, total=23.8483
Train[13/20]: 156/512, [===============>                                  ],  30.47%, loss=0.1284, total=23.9767
Train[13/20]: 157/512, [===============>                                  ],  30.66%, loss=0.1638, total=24.1405
Train[13/20]: 158/512, [===============>                                  ],  30.86%, loss=0.1696, total=24.3101
Train[13/20]: 159/512, [===============>                                  ],  31.05%, loss=0.1429, total=24.4530
Train[13/20]: 160/512, [===============>                                  ],  31.25%, loss=0.1599, total=24.6129
Train[13/20]: 161/512, [===============>                                  ],  31.45%, loss=0.1712, total=24.7841
Train[13/20]: 162/512, [===============>                                  ],  31.64%, loss=0.1633, total=24.9474
Train[13/20]: 163/512, [===============>                                  ],  31.84%, loss=0.1694, total=25.1168
Train[13/20]: 164/512, [================>                                 ],  32.03%, loss=0.1562, total=25.2730
Train[13/20]: 165/512, [================>                                 ],  32.23%, loss=0.1678, total=25.4408
Train[13/20]: 166/512, [================>                                 ],  32.42%, loss=0.1352, total=25.5759
Train[13/20]: 167/512, [================>                                 ],  32.62%, loss=0.1823, total=25.7583
Train[13/20]: 168/512, [================>                                 ],  32.81%, loss=0.1422, total=25.9005
Train[13/20]: 169/512, [================>                                 ],  33.01%, loss=0.1454, total=26.0458
Train[13/20]: 170/512, [================>                                 ],  33.20%, loss=0.1380, total=26.1838
Train[13/20]: 171/512, [================>                                 ],  33.40%, loss=0.1623, total=26.3461
Train[13/20]: 172/512, [================>                                 ],  33.59%, loss=0.1768, total=26.5229
Train[13/20]: 173/512, [================>                                 ],  33.79%, loss=0.1682, total=26.6911
Train[13/20]: 174/512, [================>                                 ],  33.98%, loss=0.1565, total=26.8476
Train[13/20]: 175/512, [=================>                                ],  34.18%, loss=0.1528, total=27.0004
Train[13/20]: 176/512, [=================>                                ],  34.38%, loss=0.1800, total=27.1804
Train[13/20]: 177/512, [=================>                                ],  34.57%, loss=0.1409, total=27.3213
Train[13/20]: 178/512, [=================>                                ],  34.77%, loss=0.1507, total=27.4720
Train[13/20]: 179/512, [=================>                                ],  34.96%, loss=0.1572, total=27.6292
Train[13/20]: 180/512, [=================>                                ],  35.16%, loss=0.1810, total=27.8102
Train[13/20]: 181/512, [=================>                                ],  35.35%, loss=0.1743, total=27.9844
Train[13/20]: 182/512, [=================>                                ],  35.55%, loss=0.1516, total=28.1361
Train[13/20]: 183/512, [=================>                                ],  35.74%, loss=0.1526, total=28.2886
Train[13/20]: 184/512, [=================>                                ],  35.94%, loss=0.1436, total=28.4323
Train[13/20]: 185/512, [==================>                               ],  36.13%, loss=0.1613, total=28.5936
Train[13/20]: 186/512, [==================>                               ],  36.33%, loss=0.1375, total=28.7311
Train[13/20]: 187/512, [==================>                               ],  36.52%, loss=0.1608, total=28.8919
Train[13/20]: 188/512, [==================>                               ],  36.72%, loss=0.1627, total=29.0546
Train[13/20]: 189/512, [==================>                               ],  36.91%, loss=0.1398, total=29.1943
Train[13/20]: 190/512, [==================>                               ],  37.11%, loss=0.1502, total=29.3445
Train[13/20]: 191/512, [==================>                               ],  37.30%, loss=0.1764, total=29.5209
Train[13/20]: 192/512, [==================>                               ],  37.50%, loss=0.1546, total=29.6755
Train[13/20]: 193/512, [==================>                               ],  37.70%, loss=0.1570, total=29.8325
Train[13/20]: 194/512, [==================>                               ],  37.89%, loss=0.1573, total=29.9898
Train[13/20]: 195/512, [===================>                              ],  38.09%, loss=0.1409, total=30.1307
Train[13/20]: 196/512, [===================>                              ],  38.28%, loss=0.1419, total=30.2726
Train[13/20]: 197/512, [===================>                              ],  38.48%, loss=0.1771, total=30.4497
Train[13/20]: 198/512, [===================>                              ],  38.67%, loss=0.1620, total=30.6117
Train[13/20]: 199/512, [===================>                              ],  38.87%, loss=0.1674, total=30.7791
Train[13/20]: 200/512, [===================>                              ],  39.06%, loss=0.1731, total=30.9521
Train[13/20]: 201/512, [===================>                              ],  39.26%, loss=0.1572, total=31.1094
Train[13/20]: 202/512, [===================>                              ],  39.45%, loss=0.1633, total=31.2727
Train[13/20]: 203/512, [===================>                              ],  39.65%, loss=0.1399, total=31.4126
Train[13/20]: 204/512, [===================>                              ],  39.84%, loss=0.1259, total=31.5385
Train[13/20]: 205/512, [====================>                             ],  40.04%, loss=0.1535, total=31.6920
Train[13/20]: 206/512, [====================>                             ],  40.23%, loss=0.1386, total=31.8306
Train[13/20]: 207/512, [====================>                             ],  40.43%, loss=0.1561, total=31.9867
Train[13/20]: 208/512, [====================>                             ],  40.62%, loss=0.1313, total=32.1180
Train[13/20]: 209/512, [====================>                             ],  40.82%, loss=0.1413, total=32.2593
Train[13/20]: 210/512, [====================>                             ],  41.02%, loss=0.1318, total=32.3910
Train[13/20]: 211/512, [====================>                             ],  41.21%, loss=0.1399, total=32.5309
Train[13/20]: 212/512, [====================>                             ],  41.41%, loss=0.1311, total=32.6621
Train[13/20]: 213/512, [====================>                             ],  41.60%, loss=0.1403, total=32.8023
Train[13/20]: 214/512, [====================>                             ],  41.80%, loss=0.1536, total=32.9559
Train[13/20]: 215/512, [====================>                             ],  41.99%, loss=0.1449, total=33.1008
Train[13/20]: 216/512, [=====================>                            ],  42.19%, loss=0.1477, total=33.2485
Train[13/20]: 217/512, [=====================>                            ],  42.38%, loss=0.1263, total=33.3748
Train[13/20]: 218/512, [=====================>                            ],  42.58%, loss=0.1512, total=33.5259
Train[13/20]: 219/512, [=====================>                            ],  42.77%, loss=0.1275, total=33.6534
Train[13/20]: 220/512, [=====================>                            ],  42.97%, loss=0.1575, total=33.8109
Train[13/20]: 221/512, [=====================>                            ],  43.16%, loss=0.1415, total=33.9524
Train[13/20]: 222/512, [=====================>                            ],  43.36%, loss=0.1537, total=34.1061
Train[13/20]: 223/512, [=====================>                            ],  43.55%, loss=0.1479, total=34.2540
Train[13/20]: 224/512, [=====================>                            ],  43.75%, loss=0.1464, total=34.4004
Train[13/20]: 225/512, [=====================>                            ],  43.95%, loss=0.1492, total=34.5496
Train[13/20]: 226/512, [======================>                           ],  44.14%, loss=0.1539, total=34.7035
Train[13/20]: 227/512, [======================>                           ],  44.34%, loss=0.1346, total=34.8381
Train[13/20]: 228/512, [======================>                           ],  44.53%, loss=0.1381, total=34.9762
Train[13/20]: 229/512, [======================>                           ],  44.73%, loss=0.1472, total=35.1234
Train[13/20]: 230/512, [======================>                           ],  44.92%, loss=0.1323, total=35.2557
Train[13/20]: 231/512, [======================>                           ],  45.12%, loss=0.1416, total=35.3973
Train[13/20]: 232/512, [======================>                           ],  45.31%, loss=0.1496, total=35.5469
Train[13/20]: 233/512, [======================>                           ],  45.51%, loss=0.1287, total=35.6756
Train[13/20]: 234/512, [======================>                           ],  45.70%, loss=0.1585, total=35.8341
Train[13/20]: 235/512, [======================>                           ],  45.90%, loss=0.1382, total=35.9723
Train[13/20]: 236/512, [=======================>                          ],  46.09%, loss=0.1666, total=36.1389
Train[13/20]: 237/512, [=======================>                          ],  46.29%, loss=0.1183, total=36.2572
Train[13/20]: 238/512, [=======================>                          ],  46.48%, loss=0.1349, total=36.3921
Train[13/20]: 239/512, [=======================>                          ],  46.68%, loss=0.1631, total=36.5552
Train[13/20]: 240/512, [=======================>                          ],  46.88%, loss=0.1414, total=36.6966
Train[13/20]: 241/512, [=======================>                          ],  47.07%, loss=0.1336, total=36.8302
Train[13/20]: 242/512, [=======================>                          ],  47.27%, loss=0.1385, total=36.9687
Train[13/20]: 243/512, [=======================>                          ],  47.46%, loss=0.1343, total=37.1030
Train[13/20]: 244/512, [=======================>                          ],  47.66%, loss=0.1406, total=37.2436
Train[13/20]: 245/512, [=======================>                          ],  47.85%, loss=0.1457, total=37.3893
Train[13/20]: 246/512, [========================>                         ],  48.05%, loss=0.1525, total=37.5418
Train[13/20]: 247/512, [========================>                         ],  48.24%, loss=0.1670, total=37.7088
Train[13/20]: 248/512, [========================>                         ],  48.44%, loss=0.1390, total=37.8478
Train[13/20]: 249/512, [========================>                         ],  48.63%, loss=0.1556, total=38.0034
Train[13/20]: 250/512, [========================>                         ],  48.83%, loss=0.1432, total=38.1467
Train[13/20]: 251/512, [========================>                         ],  49.02%, loss=0.1418, total=38.2885
Train[13/20]: 252/512, [========================>                         ],  49.22%, loss=0.1299, total=38.4184
Train[13/20]: 253/512, [========================>                         ],  49.41%, loss=0.1545, total=38.5730
Train[13/20]: 254/512, [========================>                         ],  49.61%, loss=0.1582, total=38.7312
Train[13/20]: 255/512, [========================>                         ],  49.80%, loss=0.1467, total=38.8779
Train[13/20]: 256/512, [=========================                         ],  50.00%, loss=0.1476, total=39.0255
Train[13/20]: 257/512, [=========================>                        ],  50.20%, loss=0.1316, total=39.1571
Train[13/20]: 258/512, [=========================>                        ],  50.39%, loss=0.1326, total=39.2897
Train[13/20]: 259/512, [=========================>                        ],  50.59%, loss=0.1401, total=39.4299
Train[13/20]: 260/512, [=========================>                        ],  50.78%, loss=0.1424, total=39.5723
Train[13/20]: 261/512, [=========================>                        ],  50.98%, loss=0.1558, total=39.7281
Train[13/20]: 262/512, [=========================>                        ],  51.17%, loss=0.1549, total=39.8830
Train[13/20]: 263/512, [=========================>                        ],  51.37%, loss=0.1515, total=40.0345
Train[13/20]: 264/512, [=========================>                        ],  51.56%, loss=0.1457, total=40.1802
Train[13/20]: 265/512, [=========================>                        ],  51.76%, loss=0.1653, total=40.3456
Train[13/20]: 266/512, [=========================>                        ],  51.95%, loss=0.1458, total=40.4914
Train[13/20]: 267/512, [==========================>                       ],  52.15%, loss=0.1439, total=40.6353
Train[13/20]: 268/512, [==========================>                       ],  52.34%, loss=0.1399, total=40.7752
Train[13/20]: 269/512, [==========================>                       ],  52.54%, loss=0.1289, total=40.9041
Train[13/20]: 270/512, [==========================>                       ],  52.73%, loss=0.1504, total=41.0545
Train[13/20]: 271/512, [==========================>                       ],  52.93%, loss=0.1604, total=41.2149
Train[13/20]: 272/512, [==========================>                       ],  53.12%, loss=0.1832, total=41.3981
Train[13/20]: 273/512, [==========================>                       ],  53.32%, loss=0.1615, total=41.5596
Train[13/20]: 274/512, [==========================>                       ],  53.52%, loss=0.1556, total=41.7152
Train[13/20]: 275/512, [==========================>                       ],  53.71%, loss=0.1598, total=41.8750
Train[13/20]: 276/512, [==========================>                       ],  53.91%, loss=0.1577, total=42.0327
Train[13/20]: 277/512, [===========================>                      ],  54.10%, loss=0.1602, total=42.1929
Train[13/20]: 278/512, [===========================>                      ],  54.30%, loss=0.1339, total=42.3268
Train[13/20]: 279/512, [===========================>                      ],  54.49%, loss=0.1507, total=42.4775
Train[13/20]: 280/512, [===========================>                      ],  54.69%, loss=0.1651, total=42.6426
Train[13/20]: 281/512, [===========================>                      ],  54.88%, loss=0.1413, total=42.7839
Train[13/20]: 282/512, [===========================>                      ],  55.08%, loss=0.1539, total=42.9377
Train[13/20]: 283/512, [===========================>                      ],  55.27%, loss=0.1507, total=43.0884
Train[13/20]: 284/512, [===========================>                      ],  55.47%, loss=0.1432, total=43.2316
Train[13/20]: 285/512, [===========================>                      ],  55.66%, loss=0.1448, total=43.3764
Train[13/20]: 286/512, [===========================>                      ],  55.86%, loss=0.1706, total=43.5470
Train[13/20]: 287/512, [============================>                     ],  56.05%, loss=0.1482, total=43.6952
Train[13/20]: 288/512, [============================>                     ],  56.25%, loss=0.1668, total=43.8619
Train[13/20]: 289/512, [============================>                     ],  56.45%, loss=0.1698, total=44.0317
Train[13/20]: 290/512, [============================>                     ],  56.64%, loss=0.1399, total=44.1716
Train[13/20]: 291/512, [============================>                     ],  56.84%, loss=0.1804, total=44.3520
Train[13/20]: 292/512, [============================>                     ],  57.03%, loss=0.1594, total=44.5114
Train[13/20]: 293/512, [============================>                     ],  57.23%, loss=0.1331, total=44.6446
Train[13/20]: 294/512, [============================>                     ],  57.42%, loss=0.1681, total=44.8127
Train[13/20]: 295/512, [============================>                     ],  57.62%, loss=0.1275, total=44.9403
Train[13/20]: 296/512, [============================>                     ],  57.81%, loss=0.1523, total=45.0925
Train[13/20]: 297/512, [=============================>                    ],  58.01%, loss=0.1624, total=45.2549
Train[13/20]: 298/512, [=============================>                    ],  58.20%, loss=0.1321, total=45.3870
Train[13/20]: 299/512, [=============================>                    ],  58.40%, loss=0.1498, total=45.5368
Train[13/20]: 300/512, [=============================>                    ],  58.59%, loss=0.1419, total=45.6788
Train[13/20]: 301/512, [=============================>                    ],  58.79%, loss=0.1805, total=45.8593
Train[13/20]: 302/512, [=============================>                    ],  58.98%, loss=0.1650, total=46.0243
Train[13/20]: 303/512, [=============================>                    ],  59.18%, loss=0.1408, total=46.1651
Train[13/20]: 304/512, [=============================>                    ],  59.38%, loss=0.1503, total=46.3153
Train[13/20]: 305/512, [=============================>                    ],  59.57%, loss=0.1561, total=46.4715
Train[13/20]: 306/512, [=============================>                    ],  59.77%, loss=0.1471, total=46.6186
